mag_x,mag_y,mag_z,pitch,roll
13.0,-190.0,-216.0,-0.189454,-2.819832
37.0,-192.0,-219.0,-0.37679,-3.162236
61.0,-193.0,-219.0,-0.47565,-3.478034
64.0,-189.0,-222.0,-0.40716,-3.796996
62.0,-189.0,-223.0,-0.240956,-4.054214
69.0,-185.0,-226.0,-0.022536,-4.270123
85.0,-186.0,-227.0,0.19006,-4.439815
101.0,-178.0,-230.0,0.327064,-4.534237
126.0,-158.0,-231.0,0.217104,-4.499015
159.0,-125.0,-234.0,-0.238524,-4.289637
173.0,-61.0,-232.0,-0.872704,-3.865389
166.0,1.0,-207.0,-1.534879,-3.176107
123.0,55.0,-191.0,-2.035448,-2.23614
73.0,93.0,-172.0,-2.260658,-1.236008
10.0,116.0,-157.0,-2.209151,-0.436979
-38.0,118.0,-146.0,-2.034652,0.172001
-82.0,113.0,-139.0,-1.785454,0.566918
-111.0,101.0,-132.0,-1.51589,0.731191
-132.0,92.0,-131.0,-1.235563,0.706938
-148.0,84.0,-129.0,-0.962231,0.545949
-154.0,76.0,-124.0,-0.714582,0.27286
-152.0,76.0,-126.0,-0.512945,-0.055667
-149.0,77.0,-125.0,-0.348912,-0.40059
-141.0,91.0,-131.0,-0.255305,-0.785885
-135.0,92.0,-127.0,-0.211403,-1.115193
172.0,-35.0,-220.0,0.142661,-2.218488
168.0,-109.0,-231.0,0.254565,-2.568003
114.0,-166.0,-229.0,0.436318,-2.890593
36.0,-196.0,-219.0,0.697432,-2.989012
-52.0,-183.0,-196.0,0.889631,-2.917273
-127.0,-138.0,-173.0,0.991495,-2.699419
-185.0,-73.0,-145.0,0.930573,-2.41428
-193.0,3.0,-132.0,0.659886,-2.15577
-162.0,68.0,-122.0,0.195856,-1.978071
-104.0,111.0,-121.0,-0.362374,-2.026291
-26.0,125.0,-138.0,-0.898208,-2.334289
48.0,113.0,-153.0,-1.272373,-2.820673
105.0,77.0,-168.0,-1.431571,-3.351665
144.0,36.0,-186.0,-1.401795,-3.804909
170.0,-3.0,-195.0,-1.296654,-4.129841
172.0,-36.0,-201.0,-1.168898,-4.31815
177.0,-72.0,-209.0,-1.024708,-4.361814
169.0,-98.0,-208.0,-0.899544,-4.284889
165.0,-120.0,-214.0,-0.85213,-4.135277
156.0,-130.0,-213.0,-0.843212,-3.970767
150.0,-137.0,-216.0,-0.796229,-3.789283
132.0,-154.0,-214.0,-0.659077,-3.680649
86.0,-182.0,-210.0,-0.345674,-3.692758
10.0,-202.0,-195.0,0.134366,-3.784998
-74.0,-183.0,-174.0,0.79683,-3.719305
-138.0,-142.0,-151.0,1.455429,-3.409076
-184.0,-81.0,-134.0,1.900761,-2.786163
-199.0,-22.0,-118.0,1.921344,-1.985002
-185.0,38.0,-114.0,1.523283,-1.178461
-146.0,79.0,-109.0,0.698821,-0.622131
-102.0,102.0,-118.0,-0.304255,-0.45226
-52.0,113.0,-127.0,-1.239352,-0.63544
-11.0,111.0,-133.0,-1.99349,-1.050509
22.0,106.0,-145.0,-2.514498,-1.526402
47.0,96.0,-153.0,-2.811463,-1.920768
64.0,88.0,-157.0,-2.987266,-2.172086
74.0,82.0,-162.0,-3.10015,-2.248423
77.0,89.0,-164.0,-3.118294,-2.15894
69.0,86.0,-158.0,-3.081658,-1.929289
66.0,90.0,-159.0,-2.992997,-1.595144
53.0,91.0,-153.0,-2.8512,-1.204755
40.0,103.0,-156.0,-2.653368,-0.81175
37.0,101.0,-149.0,-2.423916,-0.549379
45.0,97.0,-151.0,-2.187247,-0.42738
62.0,95.0,-156.0,-2.000477,-0.457723
85.0,80.0,-161.0,-1.843408,-0.721242
123.0,45.0,-179.0,-1.74467,-1.277713
165.0,-15.0,-205.0,-1.597277,-2.000825
144.0,-136.0,-218.0,-0.595079,-3.629134
158.0,-124.0,-216.0,-0.958311,-3.532053
169.0,-94.0,-209.0,-1.234654,-3.398513
169.0,-78.0,-208.0,-1.439596,-3.203044
172.0,-47.0,-202.0,-1.589898,-2.967368
175.0,-17.0,-197.0,-1.683294,-2.718109
157.0,13.0,-190.0,-1.737642,-2.457268
140.0,42.0,-186.0,-1.757766,-2.202281
116.0,70.0,-173.0,-1.737154,-1.936281
88.0,93.0,-162.0,-1.684819,-1.661357
50.0,109.0,-151.0,-1.589971,-1.407009
8.0,119.0,-147.0,-1.465495,-1.181282
-26.0,123.0,-135.0,-1.330967,-1.002218
-56.0,124.0,-133.0,-1.210461,-0.866306
-86.0,123.0,-123.0,-1.080204,-0.754523
-105.0,110.0,-125.0,-0.95369,-0.654539
-126.0,101.0,-117.0,-0.826315,-0.576672
-134.0,97.0,-118.0,-0.668501,-0.518324
-139.0,90.0,-118.0,-0.481234,-0.464715
-155.0,86.0,-116.0,-0.30543,-0.433562
-161.0,75.0,-119.0,-0.130692,-0.425115
-166.0,73.0,-118.0,0.040694,-0.428864
-169.0,70.0,-118.0,0.196742,-0.426017
-170.0,65.0,-118.0,0.342899,-0.434792
-173.0,61.0,-117.0,0.487548,-0.463605
-171.0,60.0,-115.0,0.614567,-0.494966
-176.0,60.0,-115.0,0.726156,-0.514613
-167.0,65.0,-118.0,0.813772,-0.529349
-166.0,72.0,-116.0,0.872758,-0.534317
-166.0,73.0,-114.0,0.908348,-0.520333
-162.0,74.0,-119.0,0.915023,-0.493009
-158.0,81.0,-116.0,0.898921,-0.450545
-153.0,83.0,-118.0,0.876039,-0.399354
-147.0,82.0,-120.0,0.835696,-0.343433
-143.0,90.0,-119.0,0.772802,-0.294775
-131.0,94.0,-120.0,0.695552,-0.250587
-134.0,103.0,-120.0,0.595595,-0.218828
-125.0,102.0,-121.0,0.473301,-0.205294
-120.0,110.0,-120.0,0.348453,-0.204083
-110.0,109.0,-119.0,0.222897,-0.206814
-103.0,110.0,-121.0,0.098155,-0.21502
-100.0,116.0,-121.0,-0.015576,-0.22995
-90.0,118.0,-125.0,-0.114231,-0.250776
-80.0,119.0,-121.0,-0.193882,-0.270245
-79.0,121.0,-128.0,-0.260022,-0.282149
-78.0,121.0,-129.0,-0.316946,-0.290894
-69.0,122.0,-124.0,-0.3593,-0.295384
-68.0,125.0,-129.0,-0.40124,-0.288072
-68.0,122.0,-126.0,-0.440611,-0.281323
-76.0,120.0,-129.0,-0.448181,-0.357526
-75.0,121.0,-131.0,-0.438101,-0.360675
-71.0,117.0,-126.0,-0.41818,-0.366257
-72.0,119.0,-126.0,-0.392387,-0.367786
-72.0,120.0,-124.0,-0.371037,-0.37273
-73.0,124.0,-129.0,-0.353411,-0.377182
-77.0,120.0,-123.0,-0.33639,-0.380553
-70.0,123.0,-125.0,-0.327374,-0.386296
-70.0,120.0,-131.0,-0.31736,-0.392869
-77.0,123.0,-127.0,-0.302631,-0.39416
-77.0,123.0,-125.0,-0.302429,-0.395761
-72.0,124.0,-125.0,-0.305341,-0.391758
-72.0,120.0,-125.0,-0.314473,-0.383113
-77.0,121.0,-125.0,-0.333201,-0.371426
-72.0,120.0,-128.0,-0.356125,-0.359057
-74.0,122.0,-127.0,-0.368878,-0.342005
-74.0,124.0,-127.0,-0.376662,-0.330879
-72.0,122.0,-127.0,-0.384143,-0.324427
-73.0,118.0,-128.0,-0.384033,-0.325434
-67.0,125.0,-126.0,-0.377445,-0.331587
-74.0,122.0,-125.0,-0.379149,-0.340469
-72.0,119.0,-126.0,-0.388295,-0.349594
-77.0,122.0,-125.0,-0.392906,-0.360205
-75.0,122.0,-129.0,-0.403702,-0.364558
-71.0,120.0,-130.0,-0.412423,-0.364577
-74.0,122.0,-124.0,-0.417527,-0.362621
-77.0,120.0,-129.0,-0.424486,-0.358636
-66.0,120.0,-128.0,-0.431069,-0.353102
-72.0,121.0,-127.0,-0.427305,-0.345789
-72.0,124.0,-125.0,-0.419273,-0.343268
