mag_x,mag_y,mag_z,pitch,roll
-200.0,-65.0,-150.0,1.683183,-1.522631
-183.0,-98.0,-158.0,1.650147,-1.596746
-175.0,-109.0,-161.0,1.5115,-1.662556
-173.0,-114.0,-166.0,1.424242,-1.638062
-176.0,-111.0,-165.0,1.401194,-1.61707
-186.0,-93.0,-158.0,1.387894,-1.595313
-200.0,-66.0,-152.0,1.411525,-1.496482
-209.0,-17.0,-139.0,1.479594,-1.340889
-205.0,33.0,-127.0,1.457845,-1.131473
-180.0,74.0,-126.0,1.29136,-0.866991
-153.0,96.0,-119.0,0.97971,-0.62143
-132.0,108.0,-126.0,0.571024,-0.462491
-138.0,108.0,-122.0,0.211556,-0.35377
-143.0,104.0,-127.0,-0.050214,-0.231562
-164.0,83.0,-121.0,-0.196559,-0.078812
-191.0,56.0,-130.0,-0.111086,0.120924
-204.0,10.0,-131.0,0.110898,0.33405
-199.0,-52.0,-146.0,0.451692,0.433398
-177.0,-104.0,-166.0,0.809925,0.356715
-156.0,-134.0,-173.0,1.122752,0.094989
-148.0,-145.0,-177.0,1.219816,-0.312162
-149.0,-143.0,-177.0,1.207333,-0.756801
-168.0,-127.0,-172.0,1.139051,-1.121419
-184.0,-93.0,-162.0,1.144448,-1.44295
-206.0,-57.0,-149.0,1.209314,-1.653549
-204.0,-7.0,-134.0,1.312634,-1.750572
-189.0,54.0,-130.0,1.403971,-1.696206
-156.0,91.0,-122.0,1.367637,-1.510932
-119.0,112.0,-124.0,1.160693,-1.250942
-91.0,127.0,-130.0,0.768885,-1.031965
-83.0,133.0,-126.0,0.297603,-0.856903
-90.0,123.0,-128.0,-0.183485,-0.688815
-107.0,123.0,-128.0,-0.559974,-0.494203
-126.0,113.0,-125.0,-0.84196,-0.244619
-150.0,96.0,-122.0,-0.948212,0.059946
-179.0,71.0,-122.0,-0.867194,0.409975
-206.0,20.0,-130.0,-0.506605,0.759481
-203.0,-55.0,-149.0,0.073912,0.992434
-158.0,-126.0,-169.0,0.799829,0.989314
-103.0,-175.0,-195.0,1.494126,0.587732
-24.0,-201.0,-213.0,1.910053,-0.229565
39.0,-198.0,-228.0,1.815529,-1.189199
100.0,-184.0,-239.0,1.288693,-2.039406
140.0,-159.0,-239.0,0.505466,-2.635658
165.0,-128.0,-242.0,-0.327549,-2.940391
176.0,-89.0,-238.0,-1.110783,-2.99981
182.0,-60.0,-236.0,-1.780064,-2.903172
177.0,-32.0,-229.0,-2.287622,-2.700482
175.0,-12.0,-219.0,-2.629621,-2.500181
169.0,8.0,-221.0,-2.831616,-2.347052
163.0,17.0,-213.0,-2.919335,-2.245834
162.0,18.0,-208.0,-2.78798,-2.379943
167.0,13.0,-215.0,-2.591102,-2.712485
177.0,-17.0,-224.0,-2.263556,-3.156415
182.0,-54.0,-230.0,-1.743113,-3.719793
177.0,-109.0,-241.0,-0.937443,-4.329358
148.0,-149.0,-241.0,-0.029515,-4.670674
121.0,-172.0,-239.0,0.866303,-4.697696
100.0,-182.0,-237.0,1.563203,-4.53878
95.0,-183.0,-234.0,1.956003,-4.259521
97.0,-185.0,-240.0,2.032981,-3.97304
106.0,-176.0,-241.0,1.81946,-3.751434
128.0,-169.0,-240.0,1.454658,-3.571174
154.0,-139.0,-243.0,0.946613,-3.38104
176.0,-100.0,-238.0,0.332286,-3.087944
185.0,-48.0,-231.0,-0.341441,-2.65069
165.0,9.0,-213.0,-0.847022,-2.155927
144.0,46.0,-200.0,-1.18169,-1.671119
133.0,60.0,-195.0,-1.367253,-1.314007
128.0,56.0,-196.0,-1.480191,-1.232418
141.0,51.0,-204.0,-1.558899,-1.431195
163.0,21.0,-210.0,-1.679011,-1.832309
178.0,-23.0,-224.0,-1.666082,-2.593882
179.0,-81.0,-237.0,-1.383873,-3.536266
145.0,-153.0,-243.0,-0.541182,-4.523073
75.0,-190.0,-235.0,0.740326,-4.983075
-17.0,-201.0,-217.0,2.111527,-4.781284
-107.0,-170.0,-190.0,3.150503,-3.783314
-180.0,-107.0,-164.0,3.550059,-2.36943
-203.0,-25.0,-143.0,3.039723,-0.720922
-189.0,53.0,-124.0,1.649928,0.478426
-132.0,103.0,-124.0,-0.308021,0.873611
-60.0,136.0,-140.0,-2.286335,0.181304
23.0,131.0,-155.0,-3.669166,-1.448546
92.0,96.0,-169.0,-4.077625,-3.389332
139.0,63.0,-185.0,-3.605613,-5.055271
166.0,22.0,-196.0,-2.623978,-6.121162
179.0,-22.0,-201.0,-1.53073,-6.492998
182.0,-51.0,-210.0,-0.570942,-6.338667
181.0,-85.0,-213.0,0.134243,-5.879612
178.0,-104.0,-221.0,0.566692,-5.222321
164.0,-125.0,-224.0,0.780455,-4.512373
153.0,-137.0,-217.0,0.84139,-3.86819
147.0,-157.0,-218.0,0.746641,-3.277496
142.0,-158.0,-224.0,0.572308,-2.762706
142.0,-160.0,-219.0,0.354418,-2.337223
156.0,-148.0,-220.0,0.074484,-1.952157
169.0,-129.0,-216.0,-0.250102,-1.555713
174.0,-92.0,-215.0,-0.474806,-1.171443
186.0,-54.0,-207.0,-0.62982,-0.800139
176.0,-13.0,-201.0,-0.669909,-0.494803
168.0,14.0,-193.0,-0.654696,-0.35302
163.0,18.0,-194.0,-0.651523,-0.394628
168.0,15.0,-200.0,-0.723319,-0.624834
178.0,-9.0,-200.0,-0.829482,-1.065007
179.0,-32.0,-208.0,-0.935656,-1.692553
184.0,-79.0,-214.0,-0.945297,-2.441763
167.0,-127.0,-218.0,-0.714048,-3.241261
133.0,-165.0,-220.0,-0.251351,-3.935254
105.0,-185.0,-221.0,0.320914,-4.423274
93.0,-190.0,-217.0,0.800364,-4.662434
97.0,-186.0,-218.0,1.032864,-4.7204
116.0,-177.0,-215.0,0.916929,-4.679848
144.0,-156.0,-223.0,0.471243,-4.532283
170.0,-119.0,-219.0,-0.253085,-4.132115
182.0,-58.0,-214.0,-1.182626,-3.354453
166.0,14.0,-201.0,-1.850083,-2.245538
107.0,86.0,-172.0,-2.089244,-0.935855
37.0,121.0,-156.0,-1.814609,0.279015
-54.0,131.0,-138.0,-1.181125,1.090828
-134.0,113.0,-129.0,-0.37233,1.37616
-181.0,66.0,-128.0,0.298908,1.237452
-208.0,6.0,-134.0,0.724349,0.778672
-199.0,-66.0,-152.0,0.846511,0.154075
-163.0,-125.0,-171.0,0.717818,-0.516358
-120.0,-162.0,-187.0,0.438214,-1.115342
-64.0,-189.0,-203.0,0.049769,-1.600552
-11.0,-197.0,-213.0,0.523695,-1.665235
-2.0,-200.0,-217.0,0.970723,-1.848451
1.0,-202.0,-217.0,1.25782,-2.076666
-18.0,-202.0,-218.0,1.470377,-2.260575
-27.0,-203.0,-211.0,1.70401,-2.349258
-56.0,-193.0,-204.0,1.766408,-2.405732
-105.0,-173.0,-194.0,1.935048,-2.399017
-166.0,-118.0,-170.0,2.22292,-2.18793
-209.0,-36.0,-145.0,2.447361,-1.750582
-197.0,40.0,-130.0,2.406794,-1.146096
-145.0,102.0,-125.0,1.899461,-0.477557
-63.0,130.0,-135.0,0.747783,-0.151703
22.0,129.0,-154.0,-0.586905,-0.550837
96.0,98.0,-170.0,-1.629557,-1.572939
142.0,50.0,-185.0,-2.134941,-2.857722
167.0,2.0,-201.0,-2.085915,-4.06309
181.0,-46.0,-210.0,-1.5849,-4.89893
180.0,-87.0,-213.0,-0.950867,-5.332416
170.0,-119.0,-216.0,-0.335247,-5.424751
153.0,-147.0,-221.0,-0.020008,-5.206525
146.0,-152.0,-219.0,0.098202,-4.863673
147.0,-147.0,-220.0,-0.00261,-4.433578
159.0,-132.0,-220.0,-0.298319,-3.940393
177.0,-104.0,-217.0,-0.725831,-3.371721
182.0,-65.0,-209.0,-1.127684,-2.603265
167.0,12.0,-197.0,-1.323974,-1.752688
108.0,88.0,-171.0,-1.022851,-1.568583
23.0,127.0,-150.0,-0.677328,-1.44368
-70.0,131.0,-135.0,-0.366906,-1.449122
-147.0,100.0,-126.0,-0.111511,-1.632015
-192.0,47.0,-129.0,-0.250455,-1.651628
-204.0,-26.0,-138.0,-0.48493,-1.536425
-180.0,-99.0,-160.0,-0.693658,-1.324192
-128.0,-157.0,-186.0,-0.805057,-1.030727
-67.0,-188.0,-205.0,-0.79141,-0.785946
4.0,-203.0,-219.0,-0.66034,-0.680327
57.0,-201.0,-233.0,-0.488761,-0.696576
101.0,-184.0,-239.0,-0.372007,-0.907958
139.0,-160.0,-239.0,-0.257683,-1.30209
156.0,-143.0,-240.0,-0.232773,-1.756571
154.0,-143.0,-237.0,-0.261507,-2.269059
157.0,-142.0,-243.0,-0.302768,-2.85764
153.0,-146.0,-242.0,-0.230872,-3.442865
149.0,-156.0,-241.0,-0.07231,-3.986738
39.0,-201.0,-227.0,1.504555,-5.099854
-46.0,-195.0,-205.0,2.40757,-4.918972
-130.0,-154.0,-180.0,3.288506,-4.246732
-188.0,-89.0,-158.0,3.841917,-3.051326
-206.0,-11.0,-138.0,3.71541,-1.496194
-185.0,59.0,-122.0,2.736709,-0.057064
-127.0,113.0,-128.0,1.06933,0.740261
-55.0,134.0,-136.0,-0.879662,0.598605
22.0,129.0,-154.0,-2.494646,-0.45693
86.0,103.0,-170.0,-3.348977,-1.997098
133.0,60.0,-184.0,-3.374489,-3.562989
161.0,20.0,-192.0,-2.829428,-4.75373
181.0,-22.0,-206.0,-2.007454,-5.430343
184.0,-54.0,-209.0,-1.135525,-5.660725
179.0,-79.0,-217.0,-0.402725,-5.583682
176.0,-94.0,-218.0,0.141283,-5.269838
174.0,-114.0,-215.0,0.457022,-4.825315
169.0,-119.0,-220.0,0.552011,-4.340979
172.0,-118.0,-223.0,0.442612,-3.836482
172.0,-108.0,-218.0,0.20585,-3.328762
184.0,-87.0,-216.0,-0.121217,-2.815079
182.0,-51.0,-208.0,-0.427147,-2.240308
169.0,7.0,-197.0,-0.713137,-1.53924
124.0,72.0,-184.0,-0.742159,-0.833775
44.0,118.0,-159.0,-0.545724,-0.149068
-44.0,134.0,-145.0,-0.148901,0.286638
-118.0,122.0,-125.0,0.228837,0.430532
-181.0,72.0,-128.0,0.508402,0.3126
-208.0,11.0,-134.0,0.546715,0.056059
-198.0,-58.0,-150.0,0.411163,-0.289189
-164.0,-120.0,-170.0,0.089253,-0.562558
-118.0,-164.0,-188.0,-0.281642,-0.728565
-58.0,-194.0,-206.0,-0.632934,-0.813908
-4.0,-201.0,-217.0,-0.888772,-0.888496
15.0,-204.0,-224.0,-1.080707,-1.102243
14.0,-205.0,-220.0,-1.249888,-1.418425
3.0,-203.0,-221.0,-1.324959,-1.874137
-9.0,-200.0,-217.0,-1.239951,-2.449667
-43.0,-197.0,-205.0,-0.95368,-3.084828
-92.0,-176.0,-192.0,-0.412411,-3.69529
-163.0,-126.0,-169.0,0.530466,-4.238024
-211.0,-35.0,-141.0,1.877112,-4.438838
-189.0,49.0,-125.0,3.304268,-3.938866
-125.0,115.0,-130.0,4.229453,-2.51405
-32.0,129.0,-142.0,3.998012,-0.661101
61.0,115.0,-159.0,2.449858,0.7361
130.0,70.0,-183.0,0.082165,0.980855
170.0,15.0,-198.0,-2.052331,-0.046411
182.0,-49.0,-208.0,-3.334207,-1.839246
176.0,-97.0,-218.0,-3.703696,-3.637209
152.0,-137.0,-216.0,-3.367575,-5.096063
127.0,-166.0,-223.0,-2.599938,-6.073801
95.0,-186.0,-219.0,-1.672397,-6.532428
60.0,-199.0,-215.0,-0.743391,-6.554882
43.0,-205.0,-206.0,0.08417,-6.264747
36.0,-204.0,-208.0,0.615948,-5.724796
38.0,-206.0,-206.0,0.916844,-5.103323
49.0,-207.0,-210.0,1.015786,-4.48322
59.0,-198.0,-207.0,0.937947,-3.856749
92.0,-189.0,-216.0,0.618954,-3.188301
145.0,-152.0,-221.0,0.124649,-2.478567
184.0,-79.0,-214.0,-0.232697,-1.742424
168.0,2.0,-202.0,-0.107172,-1.781741
124.0,72.0,-179.0,-0.015191,-1.917829
36.0,122.0,-157.0,-0.020733,-2.154411
-52.0,131.0,-135.0,-0.097256,-2.397101
-138.0,107.0,-123.0,-0.540698,-2.338828
-188.0,57.0,-128.0,-1.036682,-1.973692
-211.0,-11.0,-142.0,-1.408187,-1.392577
-189.0,-87.0,-158.0,-1.544159,-0.67845
-138.0,-146.0,-179.0,-1.35645,-0.034712
-84.0,-182.0,-198.0,-1.092891,0.245466
-80.0,-186.0,-202.0,-0.951865,0.184634
-80.0,-179.0,-199.0,-0.804515,-0.066823
-71.0,-183.0,-203.0,-0.741787,-0.529878
-63.0,-189.0,-202.0,-0.663664,-1.097875
-60.0,-183.0,-204.0,-0.455548,-1.659975
-62.0,-191.0,-207.0,-0.117727,-2.201609
-84.0,-178.0,-200.0,1.544004,-3.830009
-99.0,-175.0,-196.0,2.008815,-3.953624
-111.0,-164.0,-187.0,2.485973,-3.964899
-111.0,-168.0,-190.0,2.836818,-3.887947
-91.0,-186.0,-197.0,3.004123,-3.779618
-64.0,-195.0,-203.0,2.927829,-3.735542
-23.0,-203.0,-215.0,2.549503,-3.782475
48.0,-198.0,-229.0,1.684975,-3.839311
111.0,-169.0,-243.0,0.63876,-3.682586
159.0,-124.0,-239.0,-0.444212,-3.212447
185.0,-69.0,-233.0,-1.246964,-2.424072
179.0,-19.0,-223.0,-1.655347,-1.543498
159.0,31.0,-211.0,-1.702408,-0.792506
128.0,64.0,-193.0,-1.622862,-0.304317
96.0,88.0,-186.0,-1.486772,-0.114522
87.0,92.0,-179.0,-1.433641,-0.163136
85.0,94.0,-184.0,-1.450362,-0.396962
87.0,91.0,-187.0,-1.472565,-0.81421
103.0,80.0,-187.0,-1.501754,-1.338025
122.0,63.0,-197.0,-1.540619,-1.953783
148.0,32.0,-208.0,-1.453989,-2.668508
174.0,-20.0,-221.0,-1.175932,-3.438016
186.0,-64.0,-232.0,-0.763416,-4.0955
180.0,-82.0,-236.0,-0.296857,-4.53686
178.0,-93.0,-239.0,0.118348,-4.71767
178.0,-91.0,-239.0,0.287143,-4.714671
180.0,-84.0,-237.0,0.178589,-4.578678
182.0,-69.0,-234.0,-0.101249,-4.31009
181.0,-43.0,-228.0,-0.511584,-3.898456
176.0,1.0,-221.0,-1.000621,-3.338939
149.0,46.0,-202.0,-1.452924,-2.645063
113.0,77.0,-186.0,-1.764858,-1.890547
89.0,92.0,-181.0,-1.873987,-1.242502
82.0,91.0,-180.0,-1.873452,-0.829588
91.0,87.0,-184.0,-1.853189,-0.707985
116.0,69.0,-193.0,-1.86427,-0.910338
149.0,33.0,-206.0,-1.889457,-1.439877
175.0,-29.0,-225.0,-1.794707,-2.146436
177.0,-94.0,-239.0,-1.39637,-2.94689
148.0,-153.0,-238.0,-0.643506,-3.659151
86.0,-193.0,-229.0,0.323512,-4.029343
6.0,-199.0,-213.0,1.290193,-3.935197
-77.0,-179.0,-195.0,2.018773,-3.528761
-151.0,-121.0,-169.0,2.390026,-2.835909
-198.0,-50.0,-148.0,2.301007,-1.98444
-206.0,22.0,-133.0,1.755063,-1.180333
-182.0,84.0,-126.0,0.832891,-0.66336
-122.0,119.0,-129.0,-0.264343,-0.628079
-53.0,135.0,-143.0,-1.230511,-1.135991
19.0,119.0,-156.0,-1.852419,-1.956228
85.0,91.0,-174.0,-2.096482,-2.867351
130.0,55.0,-182.0,-1.931646,-3.774024
153.0,37.0,-196.0,-1.526985,-4.404507
164.0,26.0,-195.0,-1.178915,-4.70738
164.0,19.0,-198.0,-1.04565,-4.727694
165.0,32.0,-194.0,-1.122191,-4.52433
149.0,50.0,-187.0,-1.442683,-3.962056
123.0,79.0,-179.0,-1.945511,-3.025465
70.0,116.0,-161.0,-2.375372,-1.455856
-15.0,133.0,-140.0,-2.361167,0.283173
-95.0,118.0,-128.0,-1.747193,1.866081
-161.0,79.0,-125.0,-0.581504,2.987036
-197.0,17.0,-133.0,0.884862,3.347887
-205.0,-48.0,-151.0,2.21596,2.664271
-179.0,-112.0,-167.0,3.074599,1.346606
-134.0,-162.0,-189.0,3.246986,-0.305616
-67.0,-188.0,-207.0,2.698123,-1.910647
-11.0,-194.0,-217.0,1.544816,-3.140168
41.0,-196.0,-227.0,0.073684,-3.821786
91.0,-181.0,-235.0,-1.371788,-3.957588
125.0,-166.0,-241.0,-2.55242,-3.661185
148.0,-140.0,-240.0,-3.360747,-3.121504
168.0,-115.0,-239.0,-3.788422,-2.49889
172.0,-86.0,-240.0,-3.773821,-1.896171
181.0,-69.0,-235.0,-3.594272,-1.51984
181.0,-67.0,-236.0,-3.394698,-1.363927
181.0,-79.0,-237.0,-3.221013,-1.450587
177.0,-97.0,-243.0,-3.024161,-1.840466
158.0,-140.0,-240.0,-2.72327,-2.601432
133.0,-167.0,-243.0,-2.234083,-3.411541
113.0,-180.0,-237.0,-1.567064,-4.078251
107.0,-179.0,-240.0,-0.867224,-4.481979
116.0,-173.0,-242.0,-0.362887,-4.610494
132.0,-164.0,-238.0,-0.160975,-4.501421
150.0,-143.0,-243.0,-0.231244,-4.225065
168.0,-105.0,-242.0,-0.468718,-3.834261
181.0,-63.0,-233.0,-0.761164,-3.375879
177.0,-27.0,-224.0,-0.986091,-2.912446
177.0,-13.0,-219.0,-1.087436,-2.530823
174.0,-16.0,-217.0,-1.101454,-2.321858
183.0,-38.0,-232.0,-1.020784,-2.356028
180.0,-84.0,-241.0,-0.847422,-2.637513
166.0,-138.0,-243.0,-0.518227,-3.106127
116.0,-184.0,-238.0,0.122271,-3.576267
39.0,-203.0,-219.0,0.974913,-3.741754
-49.0,-192.0,-206.0,1.785183,-3.556145
-122.0,-140.0,-180.0,2.37796,-2.966713
-188.0,-74.0,-158.0,2.559057,-2.082079
-209.0,2.0,-133.0,2.151963,-1.139315
-190.0,72.0,-122.0,1.219905,-0.475229
-132.0,116.0,-126.0,0.002873,-0.2822
-66.0,133.0,-135.0,-1.220735,-0.703164
11.0,124.0,-152.0,-2.144639,-1.648805
76.0,99.0,-170.0,-2.587063,-2.770826
132.0,65.0,-183.0,-2.565079,-3.829775
158.0,24.0,-195.0,-2.240748,-4.609221
174.0,-12.0,-203.0,-1.912727,-5.050038
180.0,-21.0,-204.0,-1.718448,-5.106955
176.0,-15.0,-205.0,-1.661369,-4.932738
179.0,-3.0,-199.0,-1.805641,-4.53686
170.0,18.0,-198.0,-2.133543,-3.920295
148.0,53.0,-184.0,-2.434641,-2.966584
97.0,103.0,-163.0,-2.621506,-1.684151
8.0,135.0,-141.0,-2.536978,-0.067292
-87.0,123.0,-124.0,-1.922041,1.497026
-161.0,77.0,-122.0,-0.730123,2.643039
-204.0,4.0,-136.0,0.740635,2.99453
-198.0,-69.0,-155.0,2.079409,2.434662
-156.0,-127.0,-180.0,2.940186,1.038389
-93.0,-174.0,-201.0,2.990883,-0.758034
110.0,-180.0,-238.0,-1.116158,-3.94291
148.0,-150.0,-242.0,-2.67803,-3.627742
168.0,-110.0,-236.0,-3.74454,-2.888286
178.0,-69.0,-230.0,-4.199043,-2.101825
184.0,-36.0,-230.0,-4.148962,-1.60637
180.0,-25.0,-229.0,-3.893419,-1.502963
184.0,-35.0,-227.0,-3.532118,-1.759553
180.0,-47.0,-233.0,-3.068978,-2.393667
180.0,-78.0,-233.0,-2.525271,-3.268045
166.0,-119.0,-242.0,-1.741667,-4.211567
131.0,-164.0,-237.0,-0.64829,-4.992332
83.0,-188.0,-234.0,0.599713,-5.428262
60.0,-197.0,-234.0,1.680737,-5.468326
54.0,-196.0,-232.0,2.467206,-5.228471
47.0,-196.0,-229.0,2.803404,-4.895953
48.0,-202.0,-232.0,2.768013,-4.60939
70.0,-194.0,-236.0,2.462335,-4.386922
94.0,-186.0,-239.0,1.982995,-4.173787
125.0,-169.0,-242.0,1.277486,-3.94063
163.0,-131.0,-242.0,0.430754,-3.596636
182.0,-81.0,-237.0,-0.413998,-3.058789
182.0,-51.0,-232.0,-1.064419,-2.425222
176.0,-25.0,-225.0,-1.478241,-1.883246
178.0,-23.0,-223.0,-1.694748,-1.594012
178.0,-36.0,-229.0,-1.799437,-1.653156
183.0,-64.0,-235.0,-1.790725,-2.069436
175.0,-102.0,-239.0,-1.608501,-2.78624
137.0,-156.0,-240.0,-1.162375,-3.581329
60.0,-197.0,-226.0,-0.281429,-4.224375
-36.0,-200.0,-209.0,0.846465,-4.47901
-123.0,-158.0,-182.0,1.992615,-4.159838
-187.0,-87.0,-150.0,2.772534,-3.226713
-207.0,-6.0,-130.0,2.958968,-2.009919
-174.0,71.0,-122.0,2.304457,-0.779324
-114.0,113.0,-135.0,0.962075,0.001064
-38.0,131.0,-145.0,-0.804529,-0.029705
42.0,122.0,-167.0,-2.292679,-0.973241
108.0,84.0,-177.0,-3.042873,-2.420254
148.0,42.0,-190.0,-2.388901,-3.749104
164.0,13.0,-201.0,-1.684133,-4.486846
173.0,-2.0,-199.0,-0.943953,-5.076846
175.0,-11.0,-200.0,-0.356495,-5.458215
177.0,-16.0,-204.0,-0.115719,-5.759628
171.0,0.0,-201.0,-0.254122,-5.793178
163.0,26.0,-192.0,-0.554339,-5.609686
136.0,60.0,-180.0,-1.153636,-5.117672
87.0,99.0,-164.0,-1.939689,-4.180746
19.0,126.0,-150.0,-2.585695,-2.809963
-59.0,134.0,-135.0,-2.857352,-1.116345
-127.0,107.0,-127.0,-2.585555,0.594991
-185.0,69.0,-131.0,-1.774869,1.985173
-203.0,18.0,-134.0,-0.588023,2.754354
-205.0,-44.0,-152.0,0.748407,2.821871
-181.0,-104.0,-168.0,1.941544,2.194318
-137.0,-151.0,-186.0,2.721383,1.067288
-84.0,-179.0,-202.0,3.009808,-0.629965
-58.0,-188.0,-209.0,2.98127,-1.742836
-57.0,-191.0,-209.0,2.747113,-2.612709
-42.0,-190.0,-207.0,2.549303,-3.227464
-40.0,-195.0,-209.0,2.513635,-3.656991
-59.0,-193.0,-203.0,2.482677,-3.558723
-84.0,-183.0,-199.0,2.690902,-3.401784
-112.0,-168.0,-187.0,2.978127,-3.13077
-158.0,-127.0,-172.0,3.241096,-2.695169
-184.0,61.0,-127.0,2.646396,-0.077283
-136.0,100.0,-128.0,1.536151,0.642107
-77.0,129.0,-140.0,0.101081,0.863705
-11.0,135.0,-148.0,-1.307397,0.453466
45.0,119.0,-161.0,-2.392847,-0.454878
93.0,96.0,-175.0,-3.004452,-1.590298
129.0,71.0,-184.0,-3.161803,-2.647571
149.0,45.0,-193.0,-2.703118,-3.491096
157.0,33.0,-195.0,-2.347344,-4.02479
152.0,38.0,-195.0,-2.110495,-4.361493
154.0,39.0,-195.0,-2.050044,-4.516112
139.0,57.0,-185.0,-2.220438,-4.515828
114.0,85.0,-172.0,-2.552604,-4.189887
55.0,116.0,-153.0,-2.909538,-3.340416
-43.0,137.0,-137.0,-3.218255,-2.071311
-133.0,109.0,-129.0,-3.123822,-0.412391
-193.0,45.0,-130.0,-2.414548,1.289916
-203.0,-39.0,-153.0,-1.111351,2.514803
-171.0,-115.0,-173.0,0.423449,2.76108
-107.0,-165.0,-197.0,1.828082,2.123975
