=== CALIBRATION PARAMETERS ===
Scale X: 1.000000
Scale Y: 1.131083
Center X: -75.973479
Center Y: -73.729870
Data Points: 294
Timestamp: 20250712_134335

=== RAW AND CALIBRATED DATA ===
Index, Raw_X, Raw_Y, Raw_Z, Pitch, Roll, Calibrated_X, Calibrated_Y
1, 113.000000, -92.000000, -196.000000, -1.364991, -1.286601, 193.610395, -35.211513
2, 114.000000, -77.000000, -196.000000, -1.437059, -1.097488, 194.853065, -17.530462
3, 116.000000, -56.000000, -197.000000, -1.411189, -0.879747, 196.789895, 7.026147
4, 108.000000, -33.000000, -192.000000, -1.302602, -0.648291, 188.310255, 33.981420
5, 100.000000, -8.000000, -187.000000, -1.127545, -0.435409, 179.633921, 63.091359
6, 86.000000, 17.000000, -178.000000, -0.882566, -0.269435, 164.705024, 92.018454
7, 65.000000, 43.000000, -175.000000, -0.599866, -0.164988, 142.802070, 121.798495
8, 36.000000, 64.000000, -164.000000, -0.293743, -0.140507, 112.813795, 145.664574
9, 7.000000, 81.000000, -160.000000, -0.000959, -0.205672, 82.976158, 164.697359
10, -24.000000, 94.000000, -149.000000, 0.235267, -0.329010, 51.361862, 179.082797
11, -52.000000, 100.000000, -144.000000, 0.413469, -0.519306, 22.935682, 185.361169
12, -82.000000, 99.000000, -138.000000, 0.549124, -0.766254, -7.345329, 183.621615
13, -106.000000, 104.000000, -130.000000, 0.610631, -1.238844, -31.405952, 188.183739
14, -147.000000, 95.000000, -126.000000, 0.581167, -1.483924, -72.296990, 177.499893
15, -169.000000, 88.000000, -122.000000, 0.502531, -1.692321, -94.090047, 169.196191
16, -181.000000, 79.000000, -122.000000, 0.390077, -1.833917, -105.852911, 158.668269
17, -87.000000, 89.000000, -142.000000, 0.697692, -1.784577, -12.749165, 169.383315
18, -100.000000, 91.000000, -142.000000, 0.741889, -1.829136, -25.856760, 171.526502
19, -116.000000, 90.000000, -135.000000, 0.734938, -1.827416, -41.748587, 170.660288
20, -137.000000, 86.000000, -130.000000, 0.708449, -1.759894, -62.623427, 166.500510
21, -146.000000, 82.000000, -129.000000, 0.677751, -1.680496, -71.542210, 162.217409
22, -155.000000, 79.000000, -123.000000, 0.640001, -1.590388, -80.390748, 159.244366
23, -153.000000, 79.000000, -129.000000, 0.624239, -1.492216, -78.422870, 159.304779
24, -146.000000, 87.000000, -132.000000, 0.649642, -1.416313, -71.513771, 168.460236
25, -143.000000, 85.000000, -126.000000, 0.700243, -1.414885, -68.555717, 166.372668
26, -146.000000, 85.000000, -124.000000, 0.706405, -1.391396, -71.544193, 166.487596
27, -182.000000, 75.000000, -118.000000, 0.683960, -1.390454, -107.422127, 155.357284
28, -221.000000, 48.000000, -114.000000, 0.657572, -1.411319, -146.320292, 124.900407
29, -243.000000, 29.000000, -109.000000, 0.615561, -1.453454, -168.183523, 103.468617
30, -247.000000, 17.000000, -111.000000, 0.533757, -1.494151, -172.049843, 89.746036
31, -251.000000, 18.000000, -109.000000, 0.474455, -1.586512, -175.920512, 90.733370
32, -250.000000, 20.000000, -111.000000, 0.418804, -1.708961, -174.831190, 92.658975
33, -248.000000, 18.000000, -109.000000, 0.340223, -1.852327, -172.669388, 90.147523
34, -244.000000, 25.000000, -110.000000, 0.263748, -2.002838, -168.530293, 97.685789
35, -240.000000, 34.000000, -114.000000, 0.183448, -2.162143, -164.390292, 107.327402
36, -215.000000, 52.000000, -119.000000, 0.167212, -2.303156, -139.372894, 127.118106
37, -153.000000, 84.000000, -121.000000, 0.204233, -2.369740, -77.456857, 163.026190
38, -52.000000, 88.000000, -151.000000, 0.544287, -2.285824, 22.541408, 166.396523
39, 46.000000, 43.000000, -180.000000, 1.158181, -2.047755, 118.325797, 115.024333
40, 102.000000, -30.000000, -196.000000, 1.678619, -1.433818, 172.188233, 34.178592
41, 107.000000, -102.000000, -210.000000, 1.465150, -0.860347, 177.569027, -45.239420
42, 77.000000, -171.000000, -208.000000, 0.879235, -0.743168, 149.772665, -122.737472
43, 12.000000, -214.000000, -200.000000, 0.081243, -1.284014, 87.689876, -173.330650
44, -64.000000, -229.000000, -189.000000, -0.437590, -1.951851, 13.418798, -192.437518
45, -135.000000, -219.000000, -166.000000, -0.628009, -2.673734, -57.198951, -182.543866
46, -207.000000, -181.000000, -148.000000, -0.507151, -3.249298, -129.708413, -140.272427
47, -242.000000, -130.000000, -136.000000, -0.212116, -3.621543, -165.521375, -82.797822
48, -269.000000, -74.000000, -120.000000, 0.132670, -3.743762, -193.303663, -18.608037
49, -263.000000, -19.000000, -115.000000, 0.433763, -3.641848, -187.889594, 44.163718
50, -234.000000, 46.000000, -116.000000, 0.647614, -3.354933, -159.322693, 118.167762
51, -179.000000, 83.000000, -124.000000, 0.668208, -2.961770, -104.460456, 160.359951
52, -117.000000, 101.000000, -129.000000, 0.495988, -2.587348, -42.138827, 181.318023
53, -52.000000, 101.000000, -147.000000, 0.197752, -2.318347, 23.466431, 181.158102
54, 9.000000, 80.000000, -157.000000, -0.158971, -2.175296, 85.409051, 157.411990
55, 54.000000, 54.000000, -171.000000, -0.471831, -2.177297, 131.379818, 127.435404
56, 79.000000, 21.000000, -179.000000, -0.667664, -2.257834, 157.053944, 89.529378
57, 101.000000, -6.000000, -185.000000, -0.780754, -2.302290, 179.484969, 58.606219
58, 106.000000, -29.000000, -189.000000, -0.867104, -2.289840, 184.821524, 32.486850
59, 112.000000, -37.000000, -189.000000, -0.944292, -2.225243, 191.073038, 23.693101
60, 113.000000, -48.000000, -193.000000, -1.058870, -2.082862, 192.520768, 11.626933
61, 109.000000, -51.000000, -193.000000, -1.169050, -1.835208, 188.888446, 9.165232
62, 105.000000, -40.000000, -192.000000, -1.267692, -1.519318, 185.195510, 22.815549
63, 108.000000, -29.000000, -184.000000, -1.305382, -1.179188, 188.137199, 36.710856
64, 95.000000, -14.000000, -186.000000, -1.244614, -0.797545, 174.991155, 55.001054
65, 89.000000, 9.000000, -181.000000, -1.091677, -0.405860, 168.405774, 82.473025
66, 71.000000, 30.000000, -180.000000, -0.859369, -0.071331, 149.665180, 107.410389
67, 52.000000, 54.000000, -171.000000, -0.573470, 0.157198, 129.682375, 135.337128
68, 29.000000, 71.000000, -163.000000, -0.245237, 0.280982, 105.670883, 154.939229
