9.203699586372536601e+01,9.345850986538304994e+01
8.412945361935179278e+01,1.058681718699988181e+02
7.674879728123131883e+01,1.153326791456199345e+02
6.518949332955064335e+01,1.175860479949062665e+02
5.131917931764922969e+01,1.266436224001107149e+02
3.805713778608426168e+01,1.347466074203447590e+02
2.000817616062264293e+01,1.365930433992144515e+02
3.621258828003647068e+00,1.315945805351243791e+02
-1.004771557397797999e+01,1.297447388352372855e+02
-1.214833757301101116e+02,6.512711029148675612e-01
-1.189260791223508562e+02,1.570259104422149044e+01
-1.170605683942999065e+02,1.383410556132226787e+01
-1.162488294787551411e+02,1.785592953641236491e+01
-1.170198751072582439e+02,1.482938823333437561e+01
-1.191295455575591689e+02,1.072617768416094641e+01
-1.215626354789049088e+02,1.454453522404272370e+01
-1.188853858353091795e+02,1.669787371623359817e+01
-1.046445785894557048e+02,4.836550228944226859e+01
-7.766648889300178382e+01,9.075913003656364708e+01
1.278008655171610854e+02,1.826805867093849756e+01
1.289767171907922716e+02,1.536359722898550828e+01
1.300711822903401185e+02,1.046857044300829465e+01
1.330718514049806060e+02,4.700340846143968854e+00
1.328276916827306309e+02,-1.271355185928685572e+00
1.329476447185670622e+02,-1.416933663504442897e+01
1.362310400172106597e+02,-2.885441699297606633e+01
1.342820158897878287e+02,-4.486032631925313297e+01
1.448693368124671466e+01,-2.042599003693971156e+02
1.793522895334551137e+01,-1.990800205741282412e+02
2.986077248840117448e+01,-1.923758453753056301e+02
3.436283957300616976e+01,-1.930862750380260877e+02
4.499045157330564848e+01,-1.864634864132867733e+02
5.813254006903417803e+01,-1.816684899844050562e+02
5.748357430165607695e+01,-1.817091832714467330e+02
5.281873406888443157e+01,-1.849798842967747134e+02
4.949251865791063665e+01,-1.871739160760072309e+02
3.752628183581330035e+01,-1.948733739468419515e+02
1.720487661188408168e+01,-2.011112792051941085e+02
-6.198584300768947841e+00,-2.035715202107061543e+02
-3.179097541251769599e+01,-1.962417076442638404e+02
-6.354747790171405342e+01,-1.813565665721412188e+02
