=== MAGNETIC COMPASS CALIBRATION RESULTS ===

Algorithm: Horizontal Projection with Simple Scaling
Calibration Time: 2025-07-12 16:12:18
Data Points: 600

CALIBRATION PARAMETERS:
Scale X: 0.928927
Scale Y: 1.082850
Center X: -75.887775
Center Y: -70.072810

RAW DATA (MagX, MagY, MagZ, Pitch, Roll)
Processed Data (CalibratedX, CalibratedY)
================================================================================
341: Raw = [X: 34.00, Y: -210.00, Z: -211.00, Pitch: 0.30бу, Roll: -3.44бу] -> Calibrated = [X: 106.45, Y: -170.63]
342: Raw = [X: 36.00, Y: -207.00, Z: -212.00, Pitch: 0.30бу, Roll: -3.46бу] -> Calibrated = [X: 108.29, Y: -167.54]
343: Raw = [X: 35.00, Y: -210.00, Z: -210.00, Pitch: 0.34бу, Roll: -3.49бу] -> Calibrated = [X: 107.24, Y: -170.77]
344: Raw = [X: 36.00, Y: -212.00, Z: -215.00, Pitch: 0.42бу, Roll: -3.52бу] -> Calibrated = [X: 107.87, Y: -173.36]
345: Raw = [X: 29.00, Y: -212.00, Z: -210.00, Pitch: 0.55бу, Roll: -3.53бу] -> Calibrated = [X: 100.97, Y: -173.07]
346: Raw = [X: 19.00, Y: -215.00, Z: -206.00, Pitch: 0.70бу, Roll: -3.52бу] -> Calibrated = [X: 91.19, Y: -176.01]
347: Raw = [X: -1.00, Y: -223.00, Z: -205.00, Pitch: 0.91бу, Roll: -3.49бу] -> Calibrated = [X: 71.95, Y: -184.47]
348: Raw = [X: -22.00, Y: -226.00, Z: -204.00, Pitch: 1.14бу, Roll: -3.41бу] -> Calibrated = [X: 51.69, Y: -187.34]
349: Raw = [X: -49.00, Y: -233.00, Z: -199.00, Pitch: 1.41бу, Roll: -3.28бу] -> Calibrated = [X: 25.83, Y: -194.07]
350: Raw = [X: -81.00, Y: -225.00, Z: -189.00, Pitch: 1.68бу, Roll: -3.08бу] -> Calibrated = [X: -4.46, Y: -184.06]
351: Raw = [X: -119.00, Y: -215.00, Z: -174.00, Pitch: 1.93бу, Roll: -2.80бу] -> Calibrated = [X: -40.04, Y: -171.46]
352: Raw = [X: -160.00, Y: -200.00, Z: -161.00, Pitch: 2.11бу, Roll: -2.45бу] -> Calibrated = [X: -78.14, Y: -153.47]
353: Raw = [X: -191.00, Y: -181.00, Z: -152.00, Pitch: 2.19бу, Roll: -2.04бу] -> Calibrated = [X: -106.79, Y: -131.38]
354: Raw = [X: -216.00, Y: -157.00, Z: -140.00, Pitch: 2.14бу, Roll: -1.62бу] -> Calibrated = [X: -129.47, Y: -103.90]
355: Raw = [X: -246.00, Y: -128.00, Z: -127.00, Pitch: 2.00бу, Roll: -1.21бу] -> Calibrated = [X: -156.61, Y: -71.20]
356: Raw = [X: -259.00, Y: -100.00, Z: -118.00, Pitch: 1.78бу, Roll: -0.82бу] -> Calibrated = [X: -167.99, Y: -39.91]
357: Raw = [X: -271.00, Y: -64.00, Z: -109.00, Pitch: 1.48бу, Roll: -0.49бу] -> Calibrated = [X: -178.39, Y: -0.17]
358: Raw = [X: -272.00, Y: -25.00, Z: -99.00, Pitch: 1.12бу, Roll: -0.23бу] -> Calibrated = [X: -178.53, Y: 42.60]
359: Raw = [X: -261.00, Y: 5.00, Z: -93.00, Pitch: 0.69бу, Roll: -0.06бу] -> Calibrated = [X: -167.58, Y: 75.39]
360: Raw = [X: -249.00, Y: 40.00, Z: -95.00, Pitch: 0.21бу, Roll: 0.00бу] -> Calibrated = [X: -155.74, Y: 113.39]
361: Raw = [X: -217.00, Y: 61.00, Z: -92.00, Pitch: -0.28бу, Roll: -0.05бу] -> Calibrated = [X: -125.27, Y: 136.04]
362: Raw = [X: -188.00, Y: 81.00, Z: -95.00, Pitch: -0.75бу, Roll: -0.22бу] -> Calibrated = [X: -97.58, Y: 157.38]
363: Raw = [X: -153.00, Y: 92.00, Z: -101.00, Pitch: -1.08бу, Roll: -0.47бу] -> Calibrated = [X: -64.45, Y: 168.77]
364: Raw = [X: -120.00, Y: 98.00, Z: -109.00, Pitch: -1.38бу, Roll: -0.75бу] -> Calibrated = [X: -33.11, Y: 174.60]
365: Raw = [X: -90.00, Y: 101.00, Z: -114.00, Pitch: -1.62бу, Roll: -1.03бу] -> Calibrated = [X: -4.68, Y: 177.16]
366: Raw = [X: -62.00, Y: 93.00, Z: -119.00, Pitch: -1.74бу, Roll: -1.28бу] -> Calibrated = [X: 21.68, Y: 167.84]
367: Raw = [X: -36.00, Y: 90.00, Z: -124.00, Pitch: -1.81бу, Roll: -1.52бу] -> Calibrated = [X: 46.10, Y: 163.91]
368: Raw = [X: -6.00, Y: 82.00, Z: -137.00, Pitch: -1.83бу, Roll: -1.72бу] -> Calibrated = [X: 74.38, Y: 154.37]
369: Raw = [X: 17.00, Y: 69.00, Z: -143.00, Pitch: -1.76бу, Roll: -1.89бу] -> Calibrated = [X: 95.75, Y: 139.66]
370: Raw = [X: 33.00, Y: 56.00, Z: -148.00, Pitch: -1.63бу, Roll: -2.04бу] -> Calibrated = [X: 110.45, Y: 125.01]
371: Raw = [X: 53.00, Y: 45.00, Z: -153.00, Pitch: -1.53бу, Roll: -2.16бу] -> Calibrated = [X: 128.89, Y: 112.57]
372: Raw = [X: 70.00, Y: 25.00, Z: -156.00, Pitch: -1.44бу, Roll: -2.23бу] -> Calibrated = [X: 144.52, Y: 90.62]
373: Raw = [X: 80.00, Y: 7.00, Z: -165.00, Pitch: -1.37бу, Roll: -2.28бу] -> Calibrated = [X: 153.85, Y: 70.61]
374: Raw = [X: 97.00, Y: -15.00, Z: -174.00, Pitch: -1.28бу, Roll: -2.32бу] -> Calibrated = [X: 169.59, Y: 46.31]
375: Raw = [X: 104.00, Y: -39.00, Z: -178.00, Pitch: -1.22бу, Roll: -2.35бу] -> Calibrated = [X: 175.99, Y: 20.08]
376: Raw = [X: 110.00, Y: -57.00, Z: -185.00, Pitch: -1.14бу, Roll: -2.41бу] -> Calibrated = [X: 181.46, Y: 0.08]
377: Raw = [X: 114.00, Y: -72.00, Z: -188.00, Pitch: -1.04бу, Roll: -2.49бу] -> Calibrated = [X: 184.94, Y: -16.55]
378: Raw = [X: 112.00, Y: -90.00, Z: -192.00, Pitch: -0.95бу, Roll: -2.57бу] -> Calibrated = [X: 182.87, Y: -36.50]
379: Raw = [X: 117.00, Y: -114.00, Z: -196.00, Pitch: -0.89бу, Roll: -2.66бу] -> Calibrated = [X: 187.38, Y: -63.00]
380: Raw = [X: 110.00, Y: -126.00, Z: -197.00, Pitch: -0.81бу, Roll: -2.75бу] -> Calibrated = [X: 180.63, Y: -76.38]
381: Raw = [X: 106.00, Y: -141.00, Z: -198.00, Pitch: -0.74бу, Roll: -2.83бу] -> Calibrated = [X: 176.73, Y: -92.92]
382: Raw = [X: 98.00, Y: -149.00, Z: -196.00, Pitch: -0.65бу, Roll: -2.90бу] -> Calibrated = [X: 168.99, Y: -101.73]
383: Raw = [X: 97.00, Y: -164.00, Z: -197.00, Pitch: -0.59бу, Roll: -2.95бу] -> Calibrated = [X: 167.89, Y: -118.20]
384: Raw = [X: 89.00, Y: -164.00, Z: -200.00, Pitch: -0.52бу, Roll: -2.98бу] -> Calibrated = [X: 160.23, Y: -118.50]
385: Raw = [X: 92.00, Y: -167.00, Z: -201.00, Pitch: -0.47бу, Roll: -2.99бу] -> Calibrated = [X: 162.87, Y: -121.82]
386: Raw = [X: 98.00, Y: -163.00, Z: -200.00, Pitch: -0.46бу, Roll: -2.98бу] -> Calibrated = [X: 168.40, Y: -117.41]
387: Raw = [X: 99.00, Y: -147.00, Z: -199.00, Pitch: -0.47бу, Roll: -2.94бу] -> Calibrated = [X: 169.37, Y: -99.92]
388: Raw = [X: 104.00, Y: -135.00, Z: -197.00, Pitch: -0.51бу, Roll: -2.90бу] -> Calibrated = [X: 174.13, Y: -86.65]
389: Raw = [X: 115.00, Y: -123.00, Z: -195.00, Pitch: -0.61бу, Roll: -2.82бу] -> Calibrated = [X: 184.62, Y: -73.29]
390: Raw = [X: 116.00, Y: -88.00, Z: -196.00, Pitch: -0.73бу, Roll: -2.73бу] -> Calibrated = [X: 185.95, Y: -35.14]
391: Raw = [X: 115.00, Y: -62.00, Z: -186.00, Pitch: -0.91бу, Roll: -2.59бу] -> Calibrated = [X: 185.43, Y: -6.02]
392: Raw = [X: 106.00, Y: -32.00, Z: -177.00, Pitch: -1.10бу, Roll: -2.44бу] -> Calibrated = [X: 177.50, Y: 27.39]
393: Raw = [X: 95.00, Y: -5.00, Z: -170.00, Pitch: -1.31бу, Roll: -2.24бу] -> Calibrated = [X: 167.71, Y: 57.56]
394: Raw = [X: 74.00, Y: 18.00, Z: -159.00, Pitch: -1.49бу, Roll: -2.01бу] -> Calibrated = [X: 148.45, Y: 83.59]
395: Raw = [X: 45.00, Y: 48.00, Z: -148.00, Pitch: -1.65бу, Roll: -1.77бу] -> Calibrated = [X: 121.64, Y: 117.11]
396: Raw = [X: 21.00, Y: 65.00, Z: -144.00, Pitch: -1.76бу, Roll: -1.55бу] -> Calibrated = [X: 99.49, Y: 136.25]
397: Raw = [X: -9.00, Y: 83.00, Z: -134.00, Pitch: -1.83бу, Roll: -1.31бу] -> Calibrated = [X: 71.50, Y: 156.60]
398: Raw = [X: -35.00, Y: 89.00, Z: -126.00, Pitch: -1.84бу, Roll: -1.12бу] -> Calibrated = [X: 47.15, Y: 163.74]
399: Raw = [X: -54.00, Y: 96.00, Z: -120.00, Pitch: -1.83бу, Roll: -0.96бу] -> Calibrated = [X: 29.32, Y: 171.81]
400: Raw = [X: -86.00, Y: 103.00, Z: -113.00, Pitch: -1.79бу, Roll: -0.81бу] -> Calibrated = [X: -0.68, Y: 179.83]
401: Raw = [X: -107.00, Y: 99.00, Z: -108.00, Pitch: -1.73бу, Roll: -0.68бу] -> Calibrated = [X: -20.43, Y: 175.84]
402: Raw = [X: -134.00, Y: 98.00, Z: -103.00, Pitch: -1.63бу, Roll: -0.54бу] -> Calibrated = [X: -45.82, Y: 175.09]
403: Raw = [X: -162.00, Y: 94.00, Z: -95.00, Pitch: -1.51бу, Roll: -0.41бу] -> Calibrated = [X: -72.23, Y: 171.10]
404: Raw = [X: -188.00, Y: 84.00, Z: -95.00, Pitch: -1.35бу, Roll: -0.27бу] -> Calibrated = [X: -96.62, Y: 160.53]
405: Raw = [X: -210.00, Y: 65.00, Z: -92.00, Pitch: -1.18бу, Roll: -0.15бу] -> Calibrated = [X: -117.39, Y: 140.19]
406: Raw = [X: -226.00, Y: 58.00, Z: -96.00, Pitch: -0.94бу, Roll: -0.03бу] -> Calibrated = [X: -132.55, Y: 132.83]
407: Raw = [X: -246.00, Y: 39.00, Z: -91.00, Pitch: -0.71бу, Roll: 0.04бу] -> Calibrated = [X: -151.57, Y: 112.38]
408: Raw = [X: -257.00, Y: 16.00, Z: -89.00, Pitch: -0.45бу, Roll: 0.08бу] -> Calibrated = [X: -162.19, Y: 87.53]
409: Raw = [X: -265.00, Y: -4.00, Z: -93.00, Pitch: -0.17бу, Roll: 0.09бу] -> Calibrated = [X: -170.01, Y: 65.90]
410: Raw = [X: -268.00, Y: -25.00, Z: -97.00, Pitch: 0.12бу, Roll: 0.07бу] -> Calibrated = [X: -173.26, Y: 43.13]
411: Raw = [X: -277.00, Y: -48.00, Z: -106.00, Pitch: 0.41бу, Roll: -0.01бу] -> Calibrated = [X: -182.13, Y: 18.07]
412: Raw = [X: -271.00, Y: -73.00, Z: -109.00, Pitch: 0.70бу, Roll: -0.14бу] -> Calibrated = [X: -177.06, Y: -9.25]
413: Raw = [X: -261.00, Y: -90.00, Z: -116.00, Pitch: 0.93бу, Roll: -0.31бу] -> Calibrated = [X: -168.28, Y: -28.03]
414: Raw = [X: -251.00, Y: -111.00, Z: -124.00, Pitch: 1.14бу, Roll: -0.52бу] -> Calibrated = [X: -159.51, Y: -51.28]
415: Raw = [X: -234.00, Y: -132.00, Z: -136.00, Pitch: 1.30бу, Roll: -0.77бу] -> Calibrated = [X: -144.29, Y: -74.75]
416: Raw = [X: -221.00, Y: -156.00, Z: -141.00, Pitch: 1.42бу, Roll: -1.03бу] -> Calibrated = [X: -132.59, Y: -101.46]
417: Raw = [X: -200.00, Y: -172.00, Z: -148.00, Pitch: 1.50бу, Roll: -1.30бу] -> Calibrated = [X: -113.44, Y: -119.64]
418: Raw = [X: -176.00, Y: -194.00, Z: -158.00, Pitch: 1.54бу, Roll: -1.58бу] -> Calibrated = [X: -91.49, Y: -144.49]
419: Raw = [X: -144.00, Y: -211.00, Z: -169.00, Pitch: 1.51бу, Roll: -1.87бу] -> Calibrated = [X: -61.96, Y: -164.13]
420: Raw = [X: -113.00, Y: -219.00, Z: -177.00, Pitch: 1.40бу, Roll: -2.14бу] -> Calibrated = [X: -33.07, Y: -173.96]
421: Raw = [X: -92.00, Y: -228.00, Z: -186.00, Pitch: 1.26бу, Roll: -2.40бу] -> Calibrated = [X: -13.36, Y: -184.93]
422: Raw = [X: -70.00, Y: -231.00, Z: -193.00, Pitch: 1.08бу, Roll: -2.62бу] -> Calibrated = [X: 7.49, Y: -189.28]
423: Raw = [X: -41.00, Y: -228.00, Z: -197.00, Pitch: 0.91бу, Roll: -2.81бу] -> Calibrated = [X: 34.89, Y: -186.96]
424: Raw = [X: -23.00, Y: -226.00, Z: -203.00, Pitch: 0.77бу, Roll: -2.98бу] -> Calibrated = [X: 52.00, Y: -185.73]
425: Raw = [X: -1.00, Y: -223.00, Z: -206.00, Pitch: 0.65бу, Roll: -3.12бу] -> Calibrated = [X: 72.80, Y: -183.17]
426: Raw = [X: 27.00, Y: -214.00, Z: -210.00, Pitch: 0.49бу, Roll: -3.24бу] -> Calibrated = [X: 99.29, Y: -174.17]
427: Raw = [X: 43.00, Y: -204.00, Z: -217.00, Pitch: 0.36бу, Roll: -3.32бу] -> Calibrated = [X: 114.57, Y: -164.09]
428: Raw = [X: 52.00, Y: -200.00, Z: -220.00, Pitch: 0.24бу, Roll: -3.37бу] -> Calibrated = [X: 123.32, Y: -160.14]
429: Raw = [X: 61.00, Y: -197.00, Z: -215.00, Pitch: 0.15бу, Roll: -3.40бу] -> Calibrated = [X: 132.02, Y: -156.70]
430: Raw = [X: 63.00, Y: -195.00, Z: -218.00, Pitch: 0.10бу, Roll: -3.44бу] -> Calibrated = [X: 134.07, Y: -154.88]
431: Raw = [X: 63.00, Y: -195.00, Z: -214.00, Pitch: 0.11бу, Roll: -3.48бу] -> Calibrated = [X: 134.03, Y: -154.77]
432: Raw = [X: 66.00, Y: -193.00, Z: -214.00, Pitch: 0.18бу, Roll: -3.56бу] -> Calibrated = [X: 136.59, Y: -152.90]
433: Raw = [X: 59.00, Y: -194.00, Z: -213.00, Pitch: 0.28бу, Roll: -3.63бу] -> Calibrated = [X: 129.74, Y: -154.22]
434: Raw = [X: 54.00, Y: -203.00, Z: -216.00, Pitch: 0.42бу, Roll: -3.71бу] -> Calibrated = [X: 124.56, Y: -164.43]
435: Raw = [X: 36.00, Y: -207.00, Z: -216.00, Pitch: 0.61бу, Roll: -3.75бу] -> Calibrated = [X: 107.20, Y: -168.91]
436: Raw = [X: 16.00, Y: -222.00, Z: -209.00, Pitch: 0.86бу, Roll: -3.73бу] -> Calibrated = [X: 87.83, Y: -184.57]
437: Raw = [X: -19.00, Y: -225.00, Z: -204.00, Pitch: 1.16бу, Roll: -3.65бу] -> Calibrated = [X: 54.41, Y: -187.11]
438: Raw = [X: -56.00, Y: -233.00, Z: -193.00, Pitch: 1.50бу, Roll: -3.48бу] -> Calibrated = [X: 19.20, Y: -194.35]
439: Raw = [X: -97.00, Y: -222.00, Z: -186.00, Pitch: 1.82бу, Roll: -3.20бу] -> Calibrated = [X: -19.65, Y: -180.99]
440: Raw = [X: -141.00, Y: -213.00, Z: -174.00, Pitch: 2.08бу, Roll: -2.81бу] -> Calibrated = [X: -60.86, Y: -169.27]
441: Raw = [X: -174.00, Y: -197.00, Z: -155.00, Pitch: 2.23бу, Roll: -2.36бу] -> Calibrated = [X: -91.22, Y: -149.66]
442: Raw = [X: -213.00, Y: -167.00, Z: -145.00, Pitch: 2.25бу, Roll: -1.85бу] -> Calibrated = [X: -127.12, Y: -115.44]
443: Raw = [X: -243.00, Y: -134.00, Z: -132.00, Pitch: 2.12бу, Roll: -1.34бу] -> Calibrated = [X: -154.22, Y: -78.09]
444: Raw = [X: -265.00, Y: -95.00, Z: -113.00, Pitch: 1.86бу, Roll: -0.87бу] -> Calibrated = [X: -173.56, Y: -34.50]
445: Raw = [X: -271.00, Y: -60.00, Z: -110.00, Pitch: 1.49бу, Roll: -0.46бу] -> Calibrated = [X: -178.42, Y: 4.21]
446: Raw = [X: -270.00, Y: -17.00, Z: -95.00, Pitch: 1.01бу, Roll: -0.15бу] -> Calibrated = [X: -176.44, Y: 51.41]
447: Raw = [X: -252.00, Y: 19.00, Z: -93.00, Pitch: 0.46бу, Roll: 0.02бу] -> Calibrated = [X: -158.89, Y: 90.68]
448: Raw = [X: -230.00, Y: 48.00, Z: -91.00, Pitch: -0.12бу, Roll: 0.03бу] -> Calibrated = [X: -137.59, Y: 122.10]
449: Raw = [X: -196.00, Y: 74.00, Z: -92.00, Pitch: -0.68бу, Roll: -0.12бу] -> Calibrated = [X: -105.15, Y: 149.99]
450: Raw = [X: -153.00, Y: 94.00, Z: -97.00, Pitch: -1.20бу, Roll: -0.43бу] -> Calibrated = [X: -64.32, Y: 171.04]
451: Raw = [X: -113.00, Y: 97.00, Z: -108.00, Pitch: -1.58бу, Roll: -0.81бу] -> Calibrated = [X: -26.28, Y: 173.39]
452: Raw = [X: -75.00, Y: 99.00, Z: -118.00, Pitch: -1.82бу, Roll: -1.22бу] -> Calibrated = [X: 9.73, Y: 174.48]
453: Raw = [X: -40.00, Y: 92.00, Z: -130.00, Pitch: -1.94бу, Roll: -1.60бу] -> Calibrated = [X: 42.83, Y: 165.69]
454: Raw = [X: -9.00, Y: 80.00, Z: -137.00, Pitch: -1.96бу, Roll: -1.93бу] -> Calibrated = [X: 71.90, Y: 151.65]
455: Raw = [X: 29.00, Y: 57.00, Z: -139.00, Pitch: -1.89бу, Roll: -2.18бу] -> Calibrated = [X: 107.08, Y: 126.08]
456: Raw = [X: 46.00, Y: 39.00, Z: -155.00, Pitch: -1.80бу, Roll: -2.39бу] -> Calibrated = [X: 123.12, Y: 105.34]
457: Raw = [X: 77.00, Y: 19.00, Z: -164.00, Pitch: -1.70бу, Roll: -2.57бу] -> Calibrated = [X: 151.89, Y: 82.78]
458: Raw = [X: 88.00, Y: -3.00, Z: -171.00, Pitch: -1.56бу, Roll: -2.70бу] -> Calibrated = [X: 161.93, Y: 58.22]
459: Raw = [X: 106.00, Y: -35.00, Z: -180.00, Pitch: -1.40бу, Roll: -2.82бу] -> Calibrated = [X: 178.40, Y: 22.78]
460: Raw = [X: 116.00, Y: -65.00, Z: -185.00, Pitch: -1.18бу, Roll: -2.93бу] -> Calibrated = [X: 187.15, Y: -10.34]
461: Raw = [X: 112.00, Y: -89.00, Z: -193.00, Pitch: -1.03бу, Roll: -3.00бу] -> Calibrated = [X: 183.14, Y: -37.01]
462: Raw = [X: 110.00, Y: -119.00, Z: -197.00, Pitch: -0.82бу, Roll: -3.03бу] -> Calibrated = [X: 180.67, Y: -69.81]
463: Raw = [X: 107.00, Y: -132.00, Z: -197.00, Pitch: -0.65бу, Roll: -3.04бу] -> Calibrated = [X: 177.36, Y: -83.89]
464: Raw = [X: 108.00, Y: -133.00, Z: -196.00, Pitch: -0.52бу, Roll: -2.94бу] -> Calibrated = [X: 177.86, Y: -84.59]
465: Raw = [X: 105.00, Y: -136.00, Z: -197.00, Pitch: -0.49бу, Roll: -2.83бу] -> Calibrated = [X: 175.00, Y: -87.49]
466: Raw = [X: 103.00, Y: -134.00, Z: -197.00, Pitch: -0.46бу, Roll: -2.73бу] -> Calibrated = [X: 173.02, Y: -84.98]
467: Raw = [X: 105.00, Y: -128.00, Z: -198.00, Pitch: -0.51бу, Roll: -2.64бу] -> Calibrated = [X: 175.06, Y: -78.21]
468: Raw = [X: 107.00, Y: -124.00, Z: -196.00, Pitch: -0.60бу, Roll: -2.56бу] -> Calibrated = [X: 177.18, Y: -73.49]
469: Raw = [X: 118.00, Y: -110.00, Z: -199.00, Pitch: -0.75бу, Roll: -2.53бу] -> Calibrated = [X: 187.91, Y: -58.37]
470: Raw = [X: 117.00, Y: -91.00, Z: -190.00, Pitch: -0.94бу, Roll: -2.47бу] -> Calibrated = [X: 187.44, Y: -37.16]
471: Raw = [X: 112.00, Y: -64.00, Z: -185.00, Pitch: -1.12бу, Roll: -2.38бу] -> Calibrated = [X: 183.26, Y: -7.38]
472: Raw = [X: 105.00, Y: -38.00, Z: -176.00, Pitch: -1.32бу, Roll: -2.23бу] -> Calibrated = [X: 177.16, Y: 21.64]
473: Raw = [X: 92.00, Y: 5.00, Z: -169.00, Pitch: -1.52бу, Roll: -2.04бу] -> Calibrated = [X: 165.49, Y: 69.05]
474: Raw = [X: 66.00, Y: 27.00, Z: -163.00, Pitch: -1.68бу, Roll: -1.83бу] -> Calibrated = [X: 141.61, Y: 93.72]
475: Raw = [X: 43.00, Y: 53.00, Z: -147.00, Pitch: -1.81бу, Roll: -1.58бу] -> Calibrated = [X: 120.13, Y: 123.08]
476: Raw = [X: 13.00, Y: 72.00, Z: -137.00, Pitch: -1.91бу, Roll: -1.34бу] -> Calibrated = [X: 92.19, Y: 144.56]
477: Raw = [X: -24.00, Y: 85.00, Z: -130.00, Pitch: -1.94бу, Roll: -1.10бу] -> Calibrated = [X: 57.70, Y: 159.38]
478: Raw = [X: -54.00, Y: 95.00, Z: -121.00, Pitch: -1.92бу, Roll: -0.87бу] -> Calibrated = [X: 29.52, Y: 170.91]
479: Raw = [X: -94.00, Y: 99.00, Z: -112.00, Pitch: -1.88бу, Roll: -0.63бу] -> Calibrated = [X: -7.97, Y: 175.89]
480: Raw = [X: -127.00, Y: 100.00, Z: -101.00, Pitch: -1.77бу, Roll: -0.42бу] -> Calibrated = [X: -39.13, Y: 177.52]
481: Raw = [X: -169.00, Y: 92.00, Z: -98.00, Pitch: -1.61бу, Roll: -0.21бу] -> Calibrated = [X: -78.48, Y: 169.28]
482: Raw = [X: -200.00, Y: 78.00, Z: -92.00, Pitch: -1.38бу, Roll: -0.01бу] -> Calibrated = [X: -107.78, Y: 154.52]
483: Raw = [X: -231.00, Y: 55.00, Z: -93.00, Pitch: -1.10бу, Roll: 0.16бу] -> Calibrated = [X: -137.00, Y: 129.92]
484: Raw = [X: -256.00, Y: 25.00, Z: -92.00, Pitch: -0.76бу, Roll: 0.26бу] -> Calibrated = [X: -160.76, Y: 97.62]
485: Raw = [X: -268.00, Y: -6.00, Z: -98.00, Pitch: -0.42бу, Roll: 0.30бу] -> Calibrated = [X: -172.40, Y: 64.15]
486: Raw = [X: -274.00, Y: -33.00, Z: -98.00, Pitch: -0.06бу, Roll: 0.28бу] -> Calibrated = [X: -178.54, Y: 34.86]
487: Raw = [X: -268.00, Y: -65.00, Z: -109.00, Pitch: 0.26бу, Roll: 0.13бу] -> Calibrated = [X: -173.51, Y: -0.04]
488: Raw = [X: -259.00, Y: -92.00, Z: -120.00, Pitch: 0.52бу, Roll: -0.09бу] -> Calibrated = [X: -165.71, Y: -29.75]
489: Raw = [X: -249.00, Y: -118.00, Z: -125.00, Pitch: 0.75бу, Roll: -0.33бу] -> Calibrated = [X: -156.91, Y: -58.47]
490: Raw = [X: -240.00, Y: -138.00, Z: -135.00, Pitch: 0.94бу, Roll: -0.62бу] -> Calibrated = [X: -149.08, Y: -80.89]
491: Raw = [X: -224.00, Y: -157.00, Z: -141.00, Pitch: 1.10бу, Roll: -0.95бу] -> Calibrated = [X: -134.66, Y: -102.38]
492: Raw = [X: -211.00, Y: -162.00, Z: -147.00, Pitch: 1.21бу, Roll: -1.26бу] -> Calibrated = [X: -122.96, Y: -108.71]
493: Raw = [X: -203.00, Y: -169.00, Z: -146.00, Pitch: 1.32бу, Roll: -1.54бу] -> Calibrated = [X: -115.75, Y: -116.98]
494: Raw = [X: -206.00, Y: -169.00, Z: -150.00, Pitch: 1.41бу, Roll: -1.80бу] -> Calibrated = [X: -118.85, Y: -117.77]
495: Raw = [X: -209.00, Y: -168.00, Z: -147.00, Pitch: 1.53бу, Roll: -2.01бу] -> Calibrated = [X: -121.84, Y: -117.10]
496: Raw = [X: -205.00, Y: -172.00, Z: -149.00, Pitch: 1.66бу, Roll: -2.15бу] -> Calibrated = [X: -118.47, Y: -121.86]
497: Raw = [X: -207.00, Y: -166.00, Z: -146.00, Pitch: 1.80бу, Roll: -2.24бу] -> Calibrated = [X: -120.56, Y: -115.44]
498: Raw = [X: -215.00, Y: -159.00, Z: -148.00, Pitch: 1.92бу, Roll: -2.26бу] -> Calibrated = [X: -128.32, Y: -107.98]
499: Raw = [X: -221.00, Y: -159.00, Z: -141.00, Pitch: 2.04бу, Roll: -2.24бу] -> Calibrated = [X: -133.94, Y: -107.60]
500: Raw = [X: -222.00, Y: -153.00, Z: -142.00, Pitch: 2.13бу, Roll: -2.17бу] -> Calibrated = [X: -135.10, Y: -100.96]
501: Raw = [X: -221.00, Y: -149.00, Z: -137.00, Pitch: 2.19бу, Roll: -2.06бу] -> Calibrated = [X: -134.12, Y: -96.16]
502: Raw = [X: -226.00, Y: -148.00, Z: -135.00, Pitch: 2.23бу, Roll: -1.92бу] -> Calibrated = [X: -138.78, Y: -94.68]
503: Raw = [X: -235.00, Y: -149.00, Z: -135.00, Pitch: 2.25бу, Roll: -1.77бу] -> Calibrated = [X: -147.16, Y: -95.40]
504: Raw = [X: -228.00, Y: -141.00, Z: -135.00, Pitch: 2.22бу, Roll: -1.61бу] -> Calibrated = [X: -140.61, Y: -86.39]
505: Raw = [X: -233.00, Y: -137.00, Z: -135.00, Pitch: 2.17бу, Roll: -1.47бу] -> Calibrated = [X: -145.15, Y: -81.73]
506: Raw = [X: -237.00, Y: -137.00, Z: -134.00, Pitch: 2.10бу, Roll: -1.34бу] -> Calibrated = [X: -148.69, Y: -81.40]
507: Raw = [X: -237.00, Y: -134.00, Z: -132.00, Pitch: 2.02бу, Roll: -1.21бу] -> Calibrated = [X: -148.46, Y: -77.83]
508: Raw = [X: -240.00, Y: -134.00, Z: -131.00, Pitch: 1.95бу, Roll: -1.11бу] -> Calibrated = [X: -151.07, Y: -77.57]
509: Raw = [X: -245.00, Y: -130.00, Z: -133.00, Pitch: 1.89бу, Roll: -1.01бу] -> Calibrated = [X: -155.65, Y: -73.07]
510: Raw = [X: -249.00, Y: -122.00, Z: -132.00, Pitch: 1.83бу, Roll: -0.93бу] -> Calibrated = [X: -159.22, Y: -64.20]
511: Raw = [X: -247.00, Y: -122.00, Z: -124.00, Pitch: 1.79бу, Roll: -0.85бу] -> Calibrated = [X: -157.04, Y: -63.90]
512: Raw = [X: -251.00, Y: -114.00, Z: -123.00, Pitch: 1.75бу, Roll: -0.78бу] -> Calibrated = [X: -160.65, Y: -55.06]
513: Raw = [X: -260.00, Y: -104.00, Z: -119.00, Pitch: 1.68бу, Roll: -0.72бу] -> Calibrated = [X: -168.77, Y: -44.05]
514: Raw = [X: -263.00, Y: -96.00, Z: -118.00, Pitch: 1.60бу, Roll: -0.67бу] -> Calibrated = [X: -171.39, Y: -35.27]
515: Raw = [X: -265.00, Y: -86.00, Z: -114.00, Pitch: 1.52бу, Roll: -0.61бу] -> Calibrated = [X: -173.00, Y: -24.29]
516: Raw = [X: -270.00, Y: -77.00, Z: -110.00, Pitch: 1.43бу, Roll: -0.56бу] -> Calibrated = [X: -177.39, Y: -14.39]
