=== MAGNETIC COMPASS CALIBRATION RESULTS ===

Algorithm: Horizontal Projection with Simple Scaling
Calibration Time: 2025-07-12 16:12:18
Data Points: 600

CALIBRATION PARAMETERS:
Scale X: 0.928927
Scale Y: 1.082850
Center X: -75.887775
Center Y: -70.072810

RAW DATA (MagX, MagY, MagZ, Pitch, Roll)
Processed Data (CalibratedX, CalibratedY)
================================================================================
165: Raw = [X: -9.00, Y: 78.00, Z: -132.00, Pitch: -1.46бу, Roll: -0.98бу] -> Calibrated = [X: 70.66, Y: 152.08]
166: Raw = [X: 8.00, Y: 72.00, Z: -139.00, Pitch: -1.52бу, Roll: -1.12бу] -> Calibrated = [X: 86.73, Y: 145.09]
167: Raw = [X: 26.00, Y: 63.00, Z: -142.00, Pitch: -1.55бу, Roll: -1.27бу] -> Calibrated = [X: 103.60, Y: 134.90]
168: Raw = [X: 38.00, Y: 47.00, Z: -147.00, Pitch: -1.57бу, Roll: -1.40бу] -> Calibrated = [X: 114.91, Y: 117.08]
169: Raw = [X: 61.00, Y: 35.00, Z: -153.00, Pitch: -1.60бу, Roll: -1.56бу] -> Calibrated = [X: 136.49, Y: 103.51]
170: Raw = [X: 70.00, Y: 31.00, Z: -158.00, Pitch: -1.65бу, Roll: -1.73бу] -> Calibrated = [X: 145.12, Y: 98.54]
171: Raw = [X: 78.00, Y: 19.00, Z: -160.00, Pitch: -1.68бу, Roll: -1.90бу] -> Calibrated = [X: 152.68, Y: 84.99]
172: Raw = [X: 86.00, Y: 6.00, Z: -163.00, Pitch: -1.68бу, Roll: -2.06бу] -> Calibrated = [X: 160.17, Y: 70.33]
173: Raw = [X: 97.00, Y: -9.00, Z: -171.00, Pitch: -1.64бу, Roll: -2.21бу] -> Calibrated = [X: 170.50, Y: 53.30]
174: Raw = [X: 104.00, Y: -24.00, Z: -172.00, Pitch: -1.57бу, Roll: -2.35бу] -> Calibrated = [X: 176.85, Y: 36.59]
175: Raw = [X: 110.00, Y: -35.00, Z: -174.00, Pitch: -1.46бу, Roll: -2.48бу] -> Calibrated = [X: 182.15, Y: 24.18]
176: Raw = [X: 117.00, Y: -46.00, Z: -179.00, Pitch: -1.33бу, Roll: -2.60бу] -> Calibrated = [X: 188.41, Y: 11.65]
177: Raw = [X: 113.00, Y: -59.00, Z: -182.00, Pitch: -1.20бу, Roll: -2.71бу] -> Calibrated = [X: 184.38, Y: -2.92]
178: Raw = [X: 118.00, Y: -73.00, Z: -189.00, Pitch: -1.06бу, Roll: -2.79бу] -> Calibrated = [X: 188.74, Y: -18.74]
179: Raw = [X: 122.00, Y: -94.00, Z: -192.00, Pitch: -0.92бу, Roll: -2.86бу] -> Calibrated = [X: 192.06, Y: -41.87]
180: Raw = [X: 113.00, Y: -99.00, Z: -192.00, Pitch: -0.80бу, Roll: -2.91бу] -> Calibrated = [X: 183.33, Y: -47.44]
181: Raw = [X: 113.00, Y: -108.00, Z: -197.00, Pitch: -0.67бу, Roll: -2.94бу] -> Calibrated = [X: 182.98, Y: -57.58]
182: Raw = [X: 109.00, Y: -119.00, Z: -197.00, Pitch: -0.58бу, Roll: -2.96бу] -> Calibrated = [X: 179.00, Y: -69.58]
183: Raw = [X: 106.00, Y: -131.00, Z: -196.00, Pitch: -0.51бу, Roll: -2.99бу] -> Calibrated = [X: 175.96, Y: -82.60]
184: Raw = [X: 103.00, Y: -134.00, Z: -200.00, Pitch: -0.43бу, Roll: -3.01бу] -> Calibrated = [X: 172.96, Y: -86.16]
185: Raw = [X: 102.00, Y: -145.00, Z: -201.00, Pitch: -0.35бу, Roll: -3.04бу] -> Calibrated = [X: 171.79, Y: -98.23]
186: Raw = [X: 103.00, Y: -150.00, Z: -199.00, Pitch: -0.29бу, Roll: -3.07бу] -> Calibrated = [X: 172.49, Y: -103.63]
187: Raw = [X: 97.00, Y: -159.00, Z: -199.00, Pitch: -0.21бу, Roll: -3.09бу] -> Calibrated = [X: 166.67, Y: -113.46]
188: Raw = [X: 94.00, Y: -160.00, Z: -200.00, Pitch: -0.15бу, Roll: -3.11бу] -> Calibrated = [X: 163.70, Y: -114.65]
189: Raw = [X: 96.00, Y: -162.00, Z: -199.00, Pitch: -0.12бу, Roll: -3.10бу] -> Calibrated = [X: 165.46, Y: -116.75]
190: Raw = [X: 93.00, Y: -158.00, Z: -199.00, Pitch: -0.11бу, Roll: -3.09бу] -> Calibrated = [X: 162.63, Y: -112.37]
191: Raw = [X: 99.00, Y: -155.00, Z: -203.00, Pitch: -0.16бу, Roll: -3.07бу] -> Calibrated = [X: 168.37, Y: -109.27]
192: Raw = [X: 101.00, Y: -145.00, Z: -196.00, Pitch: -0.25бу, Roll: -3.04бу] -> Calibrated = [X: 170.51, Y: -97.94]
193: Raw = [X: 105.00, Y: -137.00, Z: -200.00, Pitch: -0.38бу, Roll: -3.02бу] -> Calibrated = [X: 174.66, Y: -89.42]
194: Raw = [X: 111.00, Y: -118.00, Z: -194.00, Pitch: -0.53бу, Roll: -2.98бу] -> Calibrated = [X: 180.65, Y: -68.38]
195: Raw = [X: 115.00, Y: -95.00, Z: -193.00, Pitch: -0.73бу, Roll: -2.90бу] -> Calibrated = [X: 184.99, Y: -43.17]
196: Raw = [X: 116.00, Y: -77.00, Z: -187.00, Pitch: -0.93бу, Roll: -2.80бу] -> Calibrated = [X: 186.44, Y: -23.01]
197: Raw = [X: 112.00, Y: -54.00, Z: -185.00, Pitch: -1.13бу, Roll: -2.67бу] -> Calibrated = [X: 183.28, Y: 2.45]
198: Raw = [X: 103.00, Y: -28.00, Z: -176.00, Pitch: -1.31бу, Roll: -2.50бу] -> Calibrated = [X: 175.28, Y: 31.60]
199: Raw = [X: 96.00, Y: -9.00, Z: -170.00, Pitch: -1.49бу, Roll: -2.32бу] -> Calibrated = [X: 169.15, Y: 53.00]
200: Raw = [X: 81.00, Y: 11.00, Z: -164.00, Pitch: -1.63бу, Roll: -2.14бу] -> Calibrated = [X: 155.44, Y: 75.43]
201: Raw = [X: 69.00, Y: 24.00, Z: -161.00, Pitch: -1.73бу, Roll: -1.97бу] -> Calibrated = [X: 144.46, Y: 90.15]
202: Raw = [X: 49.00, Y: 45.00, Z: -152.00, Pitch: -1.79бу, Roll: -1.79бу] -> Calibrated = [X: 125.79, Y: 113.69]
203: Raw = [X: 29.00, Y: 61.00, Z: -143.00, Pitch: -1.84бу, Roll: -1.61бу] -> Calibrated = [X: 107.07, Y: 131.78]
204: Raw = [X: 4.00, Y: 72.00, Z: -135.00, Pitch: -1.85бу, Roll: -1.44бу] -> Calibrated = [X: 83.65, Y: 144.34]
205: Raw = [X: -16.00, Y: 87.00, Z: -130.00, Pitch: -1.86бу, Roll: -1.28бу] -> Calibrated = [X: 64.95, Y: 161.10]
206: Raw = [X: -37.00, Y: 90.00, Z: -125.00, Pitch: -1.86бу, Roll: -1.13бу] -> Calibrated = [X: 45.30, Y: 164.81]
207: Raw = [X: -58.00, Y: 99.00, Z: -122.00, Pitch: -1.82бу, Roll: -1.00бу] -> Calibrated = [X: 25.65, Y: 174.92]
208: Raw = [X: -81.00, Y: 103.00, Z: -118.00, Pitch: -1.76бу, Roll: -0.86бу] -> Calibrated = [X: 4.05, Y: 179.64]
209: Raw = [X: -110.00, Y: 98.00, Z: -108.00, Pitch: -1.69бу, Roll: -0.70бу] -> Calibrated = [X: -23.29, Y: 174.71]
210: Raw = [X: -142.00, Y: 100.00, Z: -104.00, Pitch: -1.58бу, Roll: -0.52бу] -> Calibrated = [X: -53.31, Y: 177.29]
211: Raw = [X: -169.00, Y: 90.00, Z: -97.00, Pitch: -1.42бу, Roll: -0.33бу] -> Calibrated = [X: -78.83, Y: 166.90]
212: Raw = [X: -201.00, Y: 76.00, Z: -95.00, Pitch: -1.21бу, Roll: -0.13бу] -> Calibrated = [X: -108.92, Y: 152.13]
213: Raw = [X: -226.00, Y: 53.00, Z: -91.00, Pitch: -0.94бу, Roll: 0.06бу] -> Calibrated = [X: -132.64, Y: 127.56]
214: Raw = [X: -242.00, Y: 38.00, Z: -89.00, Pitch: -0.61бу, Roll: 0.18бу] -> Calibrated = [X: -148.02, Y: 111.54]
215: Raw = [X: -255.00, Y: 21.00, Z: -90.00, Pitch: -0.25бу, Roll: 0.23бу] -> Calibrated = [X: -160.62, Y: 93.21]
216: Raw = [X: -266.00, Y: 3.00, Z: -95.00, Pitch: 0.10бу, Roll: 0.24бу] -> Calibrated = [X: -171.36, Y: 73.75]
217: Raw = [X: -272.00, Y: -22.00, Z: -101.00, Pitch: 0.43бу, Roll: 0.18бу] -> Calibrated = [X: -177.48, Y: 46.60]
218: Raw = [X: -270.00, Y: -48.00, Z: -104.00, Pitch: 0.69бу, Roll: 0.05бу] -> Calibrated = [X: -176.07, Y: 18.19]
219: Raw = [X: -265.00, Y: -72.00, Z: -111.00, Pitch: 0.91бу, Roll: -0.14бу] -> Calibrated = [X: -171.89, Y: -8.17]
220: Raw = [X: -259.00, Y: -93.00, Z: -114.00, Pitch: 1.08бу, Roll: -0.36бу] -> Calibrated = [X: -166.65, Y: -31.38]
221: Raw = [X: -250.00, Y: -115.00, Z: -125.00, Pitch: 1.21бу, Roll: -0.63бу] -> Calibrated = [X: -158.74, Y: -55.86]
222: Raw = [X: -238.00, Y: -135.00, Z: -134.00, Pitch: 1.31бу, Roll: -0.91бу] -> Calibrated = [X: -147.98, Y: -78.31]
223: Raw = [X: -221.00, Y: -153.00, Z: -139.00, Pitch: 1.40бу, Roll: -1.19бу] -> Calibrated = [X: -132.50, Y: -98.56]
224: Raw = [X: -198.00, Y: -177.00, Z: -150.00, Pitch: 1.47бу, Roll: -1.45бу] -> Calibrated = [X: -111.56, Y: -125.51]
225: Raw = [X: -173.00, Y: -189.00, Z: -153.00, Pitch: 1.52бу, Roll: -1.71бу] -> Calibrated = [X: -88.52, Y: -139.29]
226: Raw = [X: -158.00, Y: -205.00, Z: -167.00, Pitch: 1.54бу, Roll: -1.95бу] -> Calibrated = [X: -74.99, Y: -157.78]
227: Raw = [X: -136.00, Y: -212.00, Z: -174.00, Pitch: 1.52бу, Roll: -2.16бу] -> Calibrated = [X: -54.70, Y: -166.29]
228: Raw = [X: -119.00, Y: -218.00, Z: -179.00, Pitch: 1.49бу, Roll: -2.36бу] -> Calibrated = [X: -38.95, Y: -173.64]
229: Raw = [X: -97.00, Y: -222.00, Z: -184.00, Pitch: 1.44бу, Roll: -2.54бу] -> Calibrated = [X: -18.47, Y: -178.81]
230: Raw = [X: -76.00, Y: -226.00, Z: -191.00, Pitch: 1.36бу, Roll: -2.71бу] -> Calibrated = [X: 1.10, Y: -184.06]
231: Raw = [X: -59.00, Y: -226.00, Z: -197.00, Pitch: 1.25бу, Roll: -2.86бу] -> Calibrated = [X: 17.10, Y: -184.90]
232: Raw = [X: -40.00, Y: -229.00, Z: -195.00, Pitch: 1.14бу, Roll: -2.98бу] -> Calibrated = [X: 35.14, Y: -188.51]
233: Raw = [X: -17.00, Y: -226.00, Z: -202.00, Pitch: 1.00бу, Roll: -3.10бу] -> Calibrated = [X: 56.83, Y: -186.10]
234: Raw = [X: -2.00, Y: -220.00, Z: -209.00, Pitch: 0.87бу, Roll: -3.21бу] -> Calibrated = [X: 71.08, Y: -180.44]
235: Raw = [X: 18.00, Y: -220.00, Z: -209.00, Pitch: 0.73бу, Roll: -3.33бу] -> Calibrated = [X: 90.12, Y: -180.90]
236: Raw = [X: 32.00, Y: -214.00, Z: -214.00, Pitch: 0.60бу, Roll: -3.43бу] -> Calibrated = [X: 103.54, Y: -175.13]
237: Raw = [X: 42.00, Y: -205.00, Z: -216.00, Pitch: 0.45бу, Roll: -3.51бу] -> Calibrated = [X: 113.31, Y: -165.85]
238: Raw = [X: 53.00, Y: -202.00, Z: -213.00, Pitch: 0.36бу, Roll: -3.57бу] -> Calibrated = [X: 123.88, Y: -162.62]
239: Raw = [X: 53.00, Y: -198.00, Z: -214.00, Pitch: 0.27бу, Roll: -3.60бу] -> Calibrated = [X: 124.18, Y: -158.47]
240: Raw = [X: 62.00, Y: -195.00, Z: -215.00, Pitch: 0.21бу, Roll: -3.58бу] -> Calibrated = [X: 132.74, Y: -155.24]
241: Raw = [X: 66.00, Y: -189.00, Z: -214.00, Pitch: 0.17бу, Roll: -3.55бу] -> Calibrated = [X: 136.59, Y: -148.56]
242: Raw = [X: 75.00, Y: -187.00, Z: -213.00, Pitch: 0.15бу, Roll: -3.53бу] -> Calibrated = [X: 145.05, Y: -146.24]
243: Raw = [X: 72.00, Y: -185.00, Z: -215.00, Pitch: 0.11бу, Roll: -3.50бу] -> Calibrated = [X: 142.40, Y: -144.11]
244: Raw = [X: 70.00, Y: -187.00, Z: -216.00, Pitch: 0.07бу, Roll: -3.52бу] -> Calibrated = [X: 140.65, Y: -146.41]
245: Raw = [X: 66.00, Y: -188.00, Z: -214.00, Pitch: 0.09бу, Roll: -3.54бу] -> Calibrated = [X: 136.89, Y: -147.44]
246: Raw = [X: 56.00, Y: -196.00, Z: -212.00, Pitch: 0.17бу, Roll: -3.57бу] -> Calibrated = [X: 127.31, Y: -156.06]
247: Raw = [X: 38.00, Y: -208.00, Z: -210.00, Pitch: 0.35бу, Roll: -3.59бу] -> Calibrated = [X: 109.99, Y: -168.96]
248: Raw = [X: 13.00, Y: -218.00, Z: -207.00, Pitch: 0.62бу, Roll: -3.59бу] -> Calibrated = [X: 85.88, Y: -179.56]
249: Raw = [X: -19.00, Y: -223.00, Z: -202.00, Pitch: 0.96бу, Roll: -3.49бу] -> Calibrated = [X: 55.09, Y: -184.24]
250: Raw = [X: -53.00, Y: -227.00, Z: -195.00, Pitch: 1.33бу, Roll: -3.33бу] -> Calibrated = [X: 22.47, Y: -187.51]
251: Raw = [X: -89.00, Y: -225.00, Z: -184.00, Pitch: 1.66бу, Roll: -3.10бу] -> Calibrated = [X: -11.71, Y: -183.83]
252: Raw = [X: -131.00, Y: -217.00, Z: -174.00, Pitch: 1.91бу, Roll: -2.79бу] -> Calibrated = [X: -51.13, Y: -173.55]
253: Raw = [X: -162.00, Y: -197.00, Z: -161.00, Pitch: 2.05бу, Roll: -2.42бу] -> Calibrated = [X: -79.86, Y: -150.15]
254: Raw = [X: -193.00, Y: -183.00, Z: -153.00, Pitch: 2.10бу, Roll: -2.03бу] -> Calibrated = [X: -108.49, Y: -133.55]
255: Raw = [X: -222.00, Y: -156.00, Z: -139.00, Pitch: 2.03бу, Roll: -1.63бу] -> Calibrated = [X: -134.77, Y: -102.81]
256: Raw = [X: -236.00, Y: -135.00, Z: -131.00, Pitch: 1.86бу, Roll: -1.25бу] -> Calibrated = [X: -147.18, Y: -79.00]
257: Raw = [X: -256.00, Y: -103.00, Z: -122.00, Pitch: 1.63бу, Roll: -0.92бу] -> Calibrated = [X: -165.05, Y: -43.45]
258: Raw = [X: -264.00, Y: -77.00, Z: -113.00, Pitch: 1.34бу, Roll: -0.64бу] -> Calibrated = [X: -171.74, Y: -14.60]
259: Raw = [X: -268.00, Y: -34.00, Z: -101.00, Pitch: 1.00бу, Roll: -0.43бу] -> Calibrated = [X: -174.66, Y: 32.48]
260: Raw = [X: -268.00, Y: -2.00, Z: -93.00, Pitch: 0.60бу, Roll: -0.28бу] -> Calibrated = [X: -173.96, Y: 67.44]
261: Raw = [X: -248.00, Y: 32.00, Z: -92.00, Pitch: 0.19бу, Roll: -0.21бу] -> Calibrated = [X: -154.76, Y: 104.37]
262: Raw = [X: -224.00, Y: 60.00, Z: -95.00, Pitch: -0.24бу, Roll: -0.24бу] -> Calibrated = [X: -131.82, Y: 134.60]
263: Raw = [X: -197.00, Y: 82.00, Z: -93.00, Pitch: -0.64бу, Roll: -0.37бу] -> Calibrated = [X: -106.13, Y: 158.21]
264: Raw = [X: -158.00, Y: 88.00, Z: -100.00, Pitch: -1.01бу, Roll: -0.53бу] -> Calibrated = [X: -69.23, Y: 164.33]
265: Raw = [X: -126.00, Y: 97.00, Z: -107.00, Pitch: -1.28бу, Roll: -0.73бу] -> Calibrated = [X: -38.92, Y: 173.59]
266: Raw = [X: -99.00, Y: 97.00, Z: -110.00, Pitch: -1.47бу, Roll: -0.93бу] -> Calibrated = [X: -13.43, Y: 173.12]
267: Raw = [X: -74.00, Y: 96.00, Z: -116.00, Pitch: -1.61бу, Roll: -1.13бу] -> Calibrated = [X: 10.20, Y: 171.48]
268: Raw = [X: -48.00, Y: 93.00, Z: -124.00, Pitch: -1.69бу, Roll: -1.31бу] -> Calibrated = [X: 34.71, Y: 167.66]
269: Raw = [X: -26.00, Y: 87.00, Z: -131.00, Pitch: -1.70бу, Roll: -1.46бу] -> Calibrated = [X: 55.36, Y: 160.61]
270: Raw = [X: 6.00, Y: 78.00, Z: -136.00, Pitch: -1.71бу, Roll: -1.61бу] -> Calibrated = [X: 85.23, Y: 150.38]
271: Raw = [X: 21.00, Y: 68.00, Z: -142.00, Pitch: -1.70бу, Roll: -1.72бу] -> Calibrated = [X: 99.30, Y: 139.07]
272: Raw = [X: 42.00, Y: 53.00, Z: -144.00, Pitch: -1.65бу, Roll: -1.81бу] -> Calibrated = [X: 118.74, Y: 122.55]
273: Raw = [X: 56.00, Y: 44.00, Z: -158.00, Pitch: -1.60бу, Roll: -1.89бу] -> Calibrated = [X: 131.99, Y: 112.11]
274: Raw = [X: 76.00, Y: 19.00, Z: -161.00, Pitch: -1.55бу, Roll: -1.97бу] -> Calibrated = [X: 150.50, Y: 84.72]
275: Raw = [X: 86.00, Y: 2.00, Z: -163.00, Pitch: -1.46бу, Roll: -2.07бу] -> Calibrated = [X: 159.62, Y: 65.95]
276: Raw = [X: 103.00, Y: -26.00, Z: -173.00, Pitch: -1.35бу, Roll: -2.19бу] -> Calibrated = [X: 175.34, Y: 34.87]
277: Raw = [X: 109.00, Y: -47.00, Z: -181.00, Pitch: -1.16бу, Roll: -2.35бу] -> Calibrated = [X: 180.54, Y: 11.28]
278: Raw = [X: 113.00, Y: -71.00, Z: -187.00, Pitch: -1.00бу, Roll: -2.50бу] -> Calibrated = [X: 183.87, Y: -15.49]
279: Raw = [X: 118.00, Y: -92.00, Z: -194.00, Pitch: -0.85бу, Roll: -2.63бу] -> Calibrated = [X: 188.17, Y: -38.99]
280: Raw = [X: 112.00, Y: -106.00, Z: -194.00, Pitch: -0.74бу, Roll: -2.72бу] -> Calibrated = [X: 182.24, Y: -54.48]
281: Raw = [X: 116.00, Y: -113.00, Z: -197.00, Pitch: -0.64бу, Roll: -2.79бу] -> Calibrated = [X: 185.67, Y: -62.46]
282: Raw = [X: 115.00, Y: -123.00, Z: -199.00, Pitch: -0.62бу, Roll: -2.83бу] -> Calibrated = [X: 184.71, Y: -73.53]
283: Raw = [X: 107.00, Y: -131.00, Z: -194.00, Pitch: -0.59бу, Roll: -2.86бу] -> Calibrated = [X: 177.13, Y: -82.02]
284: Raw = [X: 106.00, Y: -143.00, Z: -196.00, Pitch: -0.57бу, Roll: -2.89бу] -> Calibrated = [X: 176.16, Y: -95.23]
285: Raw = [X: 100.00, Y: -148.00, Z: -201.00, Pitch: -0.55бу, Roll: -2.93бу] -> Calibrated = [X: 170.57, Y: -101.06]
286: Raw = [X: 91.00, Y: -158.00, Z: -202.00, Pitch: -0.52бу, Roll: -2.98бу] -> Calibrated = [X: 162.13, Y: -112.11]
287: Raw = [X: 86.00, Y: -166.00, Z: -198.00, Pitch: -0.48бу, Roll: -3.03бу] -> Calibrated = [X: 157.31, Y: -120.72]
288: Raw = [X: 81.00, Y: -177.00, Z: -198.00, Pitch: -0.42бу, Roll: -3.09бу] -> Calibrated = [X: 152.49, Y: -132.84]
289: Raw = [X: 73.00, Y: -185.00, Z: -201.00, Pitch: -0.30бу, Roll: -3.16бу] -> Calibrated = [X: 144.67, Y: -141.92]
290: Raw = [X: 61.00, Y: -192.00, Z: -199.00, Pitch: -0.15бу, Roll: -3.22бу] -> Calibrated = [X: 133.04, Y: -149.60]
291: Raw = [X: 54.00, Y: -205.00, Z: -199.00, Pitch: 0.00бу, Roll: -3.25бу] -> Calibrated = [X: 126.04, Y: -163.76]
292: Raw = [X: 38.00, Y: -207.00, Z: -195.00, Pitch: 0.16бу, Roll: -3.25бу] -> Calibrated = [X: 110.68, Y: -165.69]
293: Raw = [X: 36.00, Y: -212.00, Z: -192.00, Pitch: 0.31бу, Roll: -3.24бу] -> Calibrated = [X: 108.36, Y: -170.88]
294: Raw = [X: 31.00, Y: -215.00, Z: -197.00, Pitch: 0.40бу, Roll: -3.21бу] -> Calibrated = [X: 103.40, Y: -174.32]
295: Raw = [X: 31.00, Y: -215.00, Z: -198.00, Pitch: 0.50бу, Roll: -3.16бу] -> Calibrated = [X: 103.07, Y: -174.23]
296: Raw = [X: 39.00, Y: -211.00, Z: -194.00, Pitch: 0.54бу, Roll: -3.13бу] -> Calibrated = [X: 110.40, Y: -169.56]
297: Raw = [X: 46.00, Y: -204.00, Z: -190.00, Pitch: 0.53бу, Roll: -3.10бу] -> Calibrated = [X: 116.98, Y: -161.67]
298: Raw = [X: 60.00, Y: -199.00, Z: -198.00, Pitch: 0.47бу, Roll: -3.08бу] -> Calibrated = [X: 130.11, Y: -156.65]
299: Raw = [X: 75.00, Y: -187.00, Z: -200.00, Pitch: 0.37бу, Roll: -3.06бу] -> Calibrated = [X: 144.34, Y: -143.72]
300: Raw = [X: 91.00, Y: -158.00, Z: -200.00, Pitch: 0.18бу, Roll: -3.03бу] -> Calibrated = [X: 159.83, Y: -112.23]
301: Raw = [X: 105.00, Y: -144.00, Z: -196.00, Pitch: -0.06бу, Roll: -2.97бу] -> Calibrated = [X: 173.61, Y: -96.64]
302: Raw = [X: 114.00, Y: -112.00, Z: -196.00, Pitch: -0.37бу, Roll: -2.87бу] -> Calibrated = [X: 182.97, Y: -61.65]
303: Raw = [X: 111.00, Y: -78.00, Z: -185.00, Pitch: -0.60бу, Roll: -2.76бу] -> Calibrated = [X: 180.79, Y: -23.88]
304: Raw = [X: 112.00, Y: -44.00, Z: -179.00, Pitch: -0.89бу, Roll: -2.58бу] -> Calibrated = [X: 182.49, Y: 13.84]
305: Raw = [X: 97.00, Y: -16.00, Z: -175.00, Pitch: -1.15бу, Roll: -2.41бу] -> Calibrated = [X: 169.25, Y: 44.90]
306: Raw = [X: 82.00, Y: 11.00, Z: -163.00, Pitch: -1.40бу, Roll: -2.25бу] -> Calibrated = [X: 155.73, Y: 75.14]
307: Raw = [X: 62.00, Y: 29.00, Z: -155.00, Pitch: -1.57бу, Roll: -2.10бу] -> Calibrated = [X: 137.42, Y: 95.39]
308: Raw = [X: 47.00, Y: 52.00, Z: -148.00, Pitch: -1.82бу, Roll: -1.89бу] -> Calibrated = [X: 123.88, Y: 121.12]
309: Raw = [X: 16.00, Y: 65.00, Z: -139.00, Pitch: -1.97бу, Roll: -1.72бу] -> Calibrated = [X: 95.17, Y: 135.93]
310: Raw = [X: -4.00, Y: 79.00, Z: -136.00, Pitch: -2.07бу, Roll: -1.51бу] -> Calibrated = [X: 76.74, Y: 151.71]
311: Raw = [X: -35.00, Y: 90.00, Z: -126.00, Pitch: -2.12бу, Roll: -1.23бу] -> Calibrated = [X: 47.72, Y: 164.55]
312: Raw = [X: -63.00, Y: 101.00, Z: -121.00, Pitch: -2.10бу, Roll: -0.96бу] -> Calibrated = [X: 21.53, Y: 177.18]
313: Raw = [X: -90.00, Y: 101.00, Z: -112.00, Pitch: -2.05бу, Roll: -0.72бу] -> Calibrated = [X: -3.94, Y: 177.87]
314: Raw = [X: -123.00, Y: 100.00, Z: -102.00, Pitch: -1.92бу, Roll: -0.47бу] -> Calibrated = [X: -35.13, Y: 177.42]
315: Raw = [X: -151.00, Y: 97.00, Z: -102.00, Pitch: -1.74бу, Roll: -0.22бу] -> Calibrated = [X: -61.43, Y: 174.66]
316: Raw = [X: -186.00, Y: 85.00, Z: -98.00, Pitch: -1.52бу, Roll: -0.04бу] -> Calibrated = [X: -94.42, Y: 162.03]
317: Raw = [X: -215.00, Y: 73.00, Z: -90.00, Pitch: -1.25бу, Roll: 0.11бу] -> Calibrated = [X: -121.96, Y: 149.32]
318: Raw = [X: -236.00, Y: 52.00, Z: -89.00, Pitch: -0.92бу, Roll: 0.22бу] -> Calibrated = [X: -141.98, Y: 126.77]
319: Raw = [X: -250.00, Y: 33.00, Z: -92.00, Pitch: -0.58бу, Roll: 0.25бу] -> Calibrated = [X: -155.47, Y: 106.26]
320: Raw = [X: -267.00, Y: 9.00, Z: -94.00, Pitch: -0.22бу, Roll: 0.23бу] -> Calibrated = [X: -171.79, Y: 80.23]
321: Raw = [X: -269.00, Y: -17.00, Z: -95.00, Pitch: 0.14бу, Roll: 0.16бу] -> Calibrated = [X: -174.21, Y: 51.95]
322: Raw = [X: -270.00, Y: -41.00, Z: -104.00, Pitch: 0.48бу, Roll: 0.04бу] -> Calibrated = [X: -175.73, Y: 25.75]
323: Raw = [X: -269.00, Y: -58.00, Z: -106.00, Pitch: 0.77бу, Roll: -0.14бу] -> Calibrated = [X: -175.30, Y: 6.99]
324: Raw = [X: -267.00, Y: -82.00, Z: -115.00, Pitch: 1.01бу, Roll: -0.36бу] -> Calibrated = [X: -173.99, Y: -19.47]
325: Raw = [X: -254.00, Y: -99.00, Z: -120.00, Pitch: 1.21бу, Roll: -0.61бу] -> Calibrated = [X: -162.37, Y: -38.45]
326: Raw = [X: -241.00, Y: -127.00, Z: -132.00, Pitch: 1.36бу, Roll: -0.89бу] -> Calibrated = [X: -150.83, Y: -69.55]
327: Raw = [X: -226.00, Y: -154.00, Z: -139.00, Pitch: 1.45бу, Roll: -1.16бу] -> Calibrated = [X: -137.26, Y: -99.57]
328: Raw = [X: -202.00, Y: -171.00, Z: -144.00, Pitch: 1.51бу, Roll: -1.43бу] -> Calibrated = [X: -115.23, Y: -118.77]
329: Raw = [X: -185.00, Y: -188.00, Z: -154.00, Pitch: 1.55бу, Roll: -1.67бу] -> Calibrated = [X: -99.77, Y: -138.13]
330: Raw = [X: -162.00, Y: -204.00, Z: -162.00, Pitch: 1.57бу, Roll: -1.91бу] -> Calibrated = [X: -78.65, Y: -156.39]
331: Raw = [X: -133.00, Y: -215.00, Z: -174.00, Pitch: 1.54бу, Roll: -2.15бу] -> Calibrated = [X: -51.95, Y: -169.49]
332: Raw = [X: -107.00, Y: -220.00, Z: -179.00, Pitch: 1.48бу, Roll: -2.37бу] -> Calibrated = [X: -27.76, Y: -175.85]
333: Raw = [X: -83.00, Y: -222.00, Z: -188.00, Pitch: 1.39бу, Roll: -2.59бу] -> Calibrated = [X: -5.42, Y: -179.16]
334: Raw = [X: -62.00, Y: -227.00, Z: -194.00, Pitch: 1.25бу, Roll: -2.79бу] -> Calibrated = [X: 14.38, Y: -185.59]
335: Raw = [X: -43.00, Y: -227.00, Z: -199.00, Pitch: 1.08бу, Roll: -2.96бу] -> Calibrated = [X: 32.47, Y: -186.50]
336: Raw = [X: -29.00, Y: -227.00, Z: -197.00, Pitch: 0.90бу, Roll: -3.09бу] -> Calibrated = [X: 46.07, Y: -186.83]
337: Raw = [X: -15.00, Y: -222.00, Z: -205.00, Pitch: 0.71бу, Roll: -3.20бу] -> Calibrated = [X: 59.58, Y: -182.33]
338: Raw = [X: -4.00, Y: -221.00, Z: -207.00, Pitch: 0.55бу, Roll: -3.29бу] -> Calibrated = [X: 70.32, Y: -181.69]
339: Raw = [X: 13.00, Y: -219.00, Z: -210.00, Pitch: 0.43бу, Roll: -3.34бу] -> Calibrated = [X: 86.51, Y: -179.93]
340: Raw = [X: 28.00, Y: -214.00, Z: -208.00, Pitch: 0.34бу, Roll: -3.39бу] -> Calibrated = [X: 100.76, Y: -174.58]
