x_comp,y_comp
-143.4647714254238,95.06791728871053
-140.44389051580038,95.07207135182576
-142.46930620934543,95.08817269785459
-144.4878244267037,92.0924514171685
-145.50807280963699,93.09960049174758
-143.53287055730308,94.10974130684792
-143.57405110451705,92.11407119768678
-146.58100136205726,91.10445706542478
-143.61748498789075,90.10058568779725
-145.65297724488693,91.08855833381092
-144.66983443327356,94.06445948377714
-145.69961528717783,93.03736063214379
-142.71123557411678,92.0082329365974
-142.70341076098754,89.98163375742148
-145.72410393588922,94.96225044737827
-145.7005905390795,89.93819512906747
-143.6546844702708,96.92526297597588
-146.59606048977108,91.92870167530128
-140.54258447241588,91.92400158669982
-143.52448182879866,91.92872586646995
-144.48983100331498,91.94766076403812
-144.50865199422182,93.97064622088143
-140.50424223303563,94.99072812370432
-145.5304462883451,94.01180449044271
-144.58418713511404,96.0189922990653
-140.5895196282657,92.01818462958926
-143.6082194777031,94.00781968178622
-143.64059665807832,90.0131420635022
-150.63540502457434,90.95054260272917
-140.53588309417384,94.9039294989945
-126.39763208073845,103.86942128791381
-113.20528095916553,106.82866774458837
-97.85329827583716,117.69590556434191
-63.39173678019217,124.55552777597093
-38.78154792213052,123.21782166188761
0.8929243945219252,120.62493519373592
45.64299435236896,106.7751797889846
90.3798162886623,89.65222459110063
115.98313642977679,65.26722269225637
147.2515762634646,42.078254012713174
156.54187670785575,21.951122949220704
161.99996909144673,8.704102904830924
166.97066827902225,1.448066180739751
169.07275392388829,-2.6658017019577223
169.10085114448097,3.5939090651216095
162.08354892488464,8.015611230912679
166.09253614984027,0.2872312360648648
172.9659713571552,-4.489182209446489
171.7458848301428,-10.334388462234687
176.77480154045008,-10.66869418162037
173.41151590011773,-14.437712735797284
173.28442484975804,-10.594826701588223
168.24476830017363,-7.612430629979352
167.07968536879912,16.68527421272386
150.94181367977566,30.16698587502146
136.7885310076327,52.95698363186283
99.68097671338428,78.01822721468851
47.32842666280009,113.5878964093111
-22.900198688404714,127.01135510075065
-77.30584368323048,121.24427181522222
-125.8758337130446,101.2011391393729
-166.40684610854754,66.81482148963683
-187.97415319022903,27.07065342661848
-196.76374048640434,-15.805249094181132
-191.7631774989726,-57.04236599428516
-177.8312138918047,-80.71679259113775
-159.71095983712055,-109.76323992257926
-150.29432722716186,-125.0528720682134
-148.70250957570065,-130.51527239526274
-151.7861256573543,-129.5877036163383
-150.94192600582585,-130.6077425555643
-155.18802892385364,-129.38440758129087
-162.4186032546465,-122.68148209657694
-164.55853790502857,-115.60128943801392
-175.89128406860848,-109.66148477475888
-178.16875137652042,-107.52457563822152
-175.4505304875718,-107.2923020492946
-175.5050387216745,-96.86336091865205
-179.5849418325509,-99.4896133074749
-179.58520379499458,-90.92348630477744
-183.50377306395652,-89.21045078573357
-187.59112964460826,-78.64488409731295
-195.47075151203993,-62.938403250648044
-197.2795130743486,-60.296981118611434
-196.05410841505264,-58.78212084354001
-192.92244586379513,-52.44215080185078
-191.68264271530052,-53.13642907356009
-196.4970872175891,-56.977700181304286
-194.29492593371842,-56.877062182035274
-191.30096350108514,-70.92244129612332
-179.54577609968806,-88.14451049084032
-156.11055373688492,-120.67697489151107
-129.5559682502686,-150.40616177449004
-99.27288481605704,-165.59732184587133
-75.31984950135569,-183.75909888186763
-48.54495151163309,-192.3974091294872
-34.092418763031695,-198.71726690996852
-13.533135961051965,-204.99356145602374
-11.918828581753022,-203.0955474675421
2.6850244226774995,-203.81762561814844
-5.00511480581137,-204.5793964980826
-8.884132807943333,-208.79379899563048
-17.216003053852194,-204.1084336080837
-29.67666932255167,-206.93314940326627
-45.310463163297975,-200.72553911580164
-54.92530675768464,-198.1911105516775
-75.37915331552668,-190.35372043096632
-91.74546399069229,-181.4071717354112
-110.98429024118731,-171.2771917266885
-137.08571312999945,-148.08081221044387
