mag_x,mag_y,mag_z,pitch,roll
-143.0,95.0,-119.0,0.224305,0.032863
-140.0,95.0,-118.0,0.216018,0.035161
-142.0,95.0,-122.0,0.2209,0.041608
-144.0,92.0,-118.0,0.237468,0.045133
-145.0,93.0,-117.0,0.249481,0.049057
-143.0,94.0,-117.0,0.261682,0.054064
-143.0,92.0,-120.0,0.274876,0.054799
-146.0,91.0,-116.0,0.287885,0.051942
-143.0,90.0,-119.0,0.298239,0.048751
-145.0,91.0,-120.0,0.312807,0.042577
-144.0,94.0,-116.0,0.332047,0.032077
-145.0,93.0,-116.0,0.346875,0.018597
-142.0,92.0,-117.0,0.349594,0.004062
-142.0,90.0,-115.0,0.351792,-0.00922
-145.0,95.0,-120.0,0.347006,-0.018155
-145.0,90.0,-122.0,0.330156,-0.029221
-143.0,97.0,-122.0,0.308439,-0.035314
-146.0,92.0,-118.0,0.290333,-0.03483
-140.0,92.0,-117.0,0.26645,-0.037416
-143.0,92.0,-120.0,0.251078,-0.034202
-144.0,92.0,-116.0,0.24258,-0.025984
-144.0,94.0,-120.0,0.243485,-0.014086
-140.0,95.0,-117.0,0.247572,-0.004564
-145.0,94.0,-119.0,0.256096,0.005715
-144.0,96.0,-122.0,0.275137,0.008971
-140.0,92.0,-117.0,0.289569,0.00896
-143.0,94.0,-118.0,0.296255,0.003821
-143.0,90.0,-118.0,0.312078,0.006424
-150.0,91.0,-119.0,0.306971,-0.023971
-140.0,95.0,-117.0,0.26315,-0.047291
-126.0,104.0,-115.0,0.198487,-0.065272
-113.0,107.0,-117.0,0.100613,-0.083989
-98.0,118.0,-120.0,-0.07001,-0.14487
-64.0,125.0,-124.0,-0.280702,-0.204492
-40.0,124.0,-136.0,-0.512657,-0.327823
-1.0,122.0,-144.0,-0.753158,-0.544931
43.0,109.0,-155.0,-0.979353,-0.822303
87.0,93.0,-165.0,-1.180123,-1.168807
112.0,70.0,-174.0,-1.321518,-1.573719
143.0,48.0,-176.0,-1.398073,-1.958443
152.0,29.0,-182.0,-1.445212,-2.26088
157.0,17.0,-195.0,-1.484768,-2.486303
162.0,10.0,-193.0,-1.492115,-2.594212
164.0,6.0,-196.0,-1.499483,-2.589899
164.0,12.0,-195.0,-1.515794,-2.524335
157.0,16.0,-193.0,-1.525857,-2.420067
161.0,8.0,-194.0,-1.520956,-2.328673
168.0,3.0,-193.0,-1.491306,-2.275511
167.0,-3.0,-190.0,-1.447375,-2.264002
172.0,-3.0,-198.0,-1.396621,-2.269088
169.0,-7.0,-190.0,-1.344476,-2.293684
169.0,-3.0,-192.0,-1.291459,-2.31426
164.0,0.0,-194.0,-1.265564,-2.292205
163.0,24.0,-190.0,-1.2419,-2.243055
147.0,37.0,-184.0,-1.238227,-2.157821
133.0,59.0,-175.0,-1.250858,-2.000805
96.0,83.0,-167.0,-1.27111,-1.718972
44.0,117.0,-150.0,-1.275636,-1.300739
-26.0,129.0,-138.0,-1.284392,-0.816997
-80.0,122.0,-127.0,-1.207537,-0.335622
-128.0,101.0,-118.0,-1.02158,0.095894
-168.0,66.0,-117.0,-0.772721,0.392225
-189.0,26.0,-122.0,-0.478684,0.496871
-197.0,-17.0,-133.0,-0.101646,0.513059
-191.0,-58.0,-144.0,0.304735,0.383226
-176.0,-81.0,-154.0,0.686014,0.106784
-157.0,-109.0,-161.0,0.972862,-0.276692
-147.0,-123.0,-165.0,1.154384,-0.729579
-145.0,-127.0,-169.0,1.267385,-1.225265
-148.0,-125.0,-165.0,1.328658,-1.64587
-147.0,-125.0,-167.0,1.366911,-1.992689
-151.0,-123.0,-168.0,1.444838,-2.262657
-158.0,-116.0,-164.0,1.564474,-2.436628
-160.0,-109.0,-158.0,1.678196,-2.507924
-171.0,-103.0,-159.0,1.793042,-2.5234
-173.0,-101.0,-159.0,1.897079,-2.476425
-170.0,-101.0,-159.0,2.001899,-2.39052
-170.0,-91.0,-156.0,2.062801,-2.270864
-174.0,-94.0,-156.0,2.094399,-2.128718
-174.0,-86.0,-153.0,2.137389,-1.946622
-178.0,-85.0,-149.0,2.165807,-1.712443
-182.0,-75.0,-150.0,2.186814,-1.471015
-190.0,-60.0,-148.0,2.17124,-1.20208
-192.0,-58.0,-144.0,2.155199,-0.966407
-191.0,-57.0,-142.0,2.091073,-0.758858
-188.0,-51.0,-143.0,2.019478,-0.607508
-187.0,-52.0,-143.0,1.918553,-0.477221
-192.0,-56.0,-143.0,1.841912,-0.410229
-190.0,-56.0,-142.0,1.769818,-0.369819
-187.0,-70.0,-146.0,1.721227,-0.377283
-175.0,-87.0,-155.0,1.709388,-0.438997
-151.0,-119.0,-168.0,1.767724,-0.590754
-124.0,-148.0,-175.0,1.840305,-0.811561
-93.0,-162.0,-191.0,1.897369,-1.106698
-69.0,-179.0,-191.0,1.907639,-1.463716
-42.0,-186.0,-203.0,1.853809,-1.846542
-28.0,-191.0,-206.0,1.698183,-2.195792
-8.0,-196.0,-210.0,1.510578,-2.509244
-7.0,-193.0,-213.0,1.323757,-2.780718
7.0,-193.0,-211.0,1.17139,-3.009723
-1.0,-193.0,-213.0,1.077464,-3.198155
-5.0,-197.0,-209.0,1.065104,-3.328195
-13.0,-192.0,-210.0,1.151075,-3.402909
-25.0,-195.0,-206.0,1.302654,-3.42848
-40.0,-189.0,-205.0,1.488168,-3.389906
-49.0,-187.0,-202.0,1.686936,-3.288302
-69.0,-180.0,-196.0,1.875934,-3.145421
-85.0,-172.0,-190.0,2.050999,-2.956343
-104.0,-163.0,-183.0,2.211525,-2.711104
-130.0,-141.0,-176.0,2.342738,-2.421972
-145.0,-129.0,-166.0,2.434021,-2.108011
-101.0,114.0,-119.0,-0.183009,0.06236
-101.0,115.0,-119.0,-0.134503,0.084481
-103.0,113.0,-120.0,-0.082686,0.103955
-108.0,112.0,-122.0,-0.037849,0.119237
-112.0,110.0,-120.0,0.005756,0.125572
-117.0,113.0,-116.0,0.039151,0.125082
-122.0,109.0,-121.0,0.059623,0.115242
-124.0,100.0,-118.0,0.060312,0.096926
-128.0,100.0,-124.0,0.063686,0.070333
-132.0,98.0,-116.0,0.068702,0.039992
-136.0,99.0,-117.0,0.081076,0.010712
-143.0,90.0,-120.0,0.105483,-0.017234
-145.0,93.0,-119.0,0.154905,-0.039027
-148.0,85.0,-119.0,0.207116,-0.049766
-147.0,88.0,-117.0,0.25591,-0.053324
-152.0,84.0,-116.0,0.297184,-0.057055
-162.0,83.0,-116.0,0.336449,-0.057683
-157.0,86.0,-117.0,0.374367,-0.057194
-165.0,74.0,-116.0,0.418339,-0.057888
-166.0,75.0,-116.0,0.424409,-0.019236
-165.0,78.0,-114.0,0.42597,-0.000994
-163.0,77.0,-115.0,0.388028,0.028546
-167.0,74.0,-117.0,0.327756,0.040397
-171.0,72.0,-116.0,0.201658,0.040578
-178.0,65.0,-118.0,0.082577,0.021915
-180.0,55.0,-115.0,-0.422877,0.120864
-182.0,54.0,-111.0,-0.412462,0.078146
-180.0,57.0,-115.0,-0.415294,0.038276
-181.0,54.0,-115.0,-0.442488,0.017069
-182.0,54.0,-114.0,-0.4659,0.024546
-180.0,55.0,-112.0,-0.484411,0.047226
-177.0,49.0,-110.0,-0.4846,0.09852
-180.0,58.0,-111.0,-0.473253,0.128732
-181.0,56.0,-114.0,-0.51644,0.100315
-178.0,58.0,-115.0,-0.566765,0.063928
-182.0,56.0,-114.0,-0.60841,0.048577
-181.0,52.0,-113.0,-0.634123,0.052003
-177.0,58.0,-113.0,-0.63898,0.089728
-180.0,54.0,-118.0,-0.576811,0.171221
-181.0,56.0,-113.0,-0.506615,0.247105
-179.0,54.0,-118.0,-0.388037,0.329033
-183.0,58.0,-114.0,-0.194017,0.419439
-176.0,56.0,-122.0,0.075934,0.468971
-183.0,55.0,-117.0,0.307141,0.473108
-175.0,56.0,-120.0,0.527841,0.436699
-175.0,56.0,-115.0,0.693843,0.34431
-181.0,57.0,-118.0,0.675023,0.158842
-180.0,50.0,-117.0,0.610632,0.041673
-182.0,49.0,-116.0,0.589553,-0.038497
-189.0,43.0,-114.0,0.547651,-0.107672
-190.0,37.0,-123.0,0.475954,-0.16702
-197.0,17.0,-127.0,0.558271,-0.183286
-194.0,-36.0,-138.0,0.752848,-0.242577
-174.0,-87.0,-155.0,0.850589,-0.394193
-141.0,-135.0,-167.0,0.940482,-0.623626
-99.0,-164.0,-188.0,1.007549,-0.903914
-57.0,-186.0,-198.0,0.966181,-1.225448
-17.0,-196.0,-207.0,0.709116,-1.567697
19.0,-200.0,-214.0,0.496927,-1.841179
40.0,-193.0,-220.0,0.301988,-2.087305
61.0,-193.0,-222.0,0.122799,-2.343114
76.0,-185.0,-225.0,-0.032557,-2.589252
86.0,-181.0,-225.0,-0.130222,-2.833853
93.0,-182.0,-229.0,-0.14806,-3.090533
92.0,-180.0,-226.0,-0.102067,-3.329529
89.0,-188.0,-228.0,0.020938,-3.55499
86.0,-185.0,-228.0,0.197523,-3.756006
77.0,-181.0,-229.0,0.432093,-3.917644
67.0,-188.0,-223.0,0.705261,-4.017501
49.0,-192.0,-223.0,1.007129,-4.012517
26.0,-196.0,-218.0,1.361343,-3.942199
-13.0,-193.0,-209.0,1.757944,-3.768818
-52.0,-183.0,-197.0,2.15309,-3.470028
-86.0,-171.0,-187.0,2.49879,-3.028925
-129.0,-146.0,-171.0,2.754113,-2.499601
-160.0,-111.0,-160.0,2.800251,-1.892937
-181.0,-75.0,-149.0,2.624453,-1.266668
-195.0,-37.0,-142.0,2.274916,-0.702732
167.0,-6.0,-200.0,-0.599903,-3.137461
177.0,-48.0,-205.0,-0.106911,-3.188887
172.0,-78.0,-208.0,0.062839,-3.147444
169.0,-101.0,-216.0,0.151413,-3.07693
163.0,-119.0,-214.0,0.161019,-2.973395
152.0,-129.0,-215.0,0.108361,-2.873833
146.0,-138.0,-216.0,0.007767,-2.793677
148.0,-141.0,-214.0,-0.139944,-2.717349
147.0,-142.0,-214.0,-0.339955,-2.635802
155.0,-141.0,-215.0,-0.550406,-2.559992
157.0,-125.0,-219.0,-0.751258,-2.48009
161.0,-112.0,-211.0,-0.815008,-2.459337
170.0,-107.0,-212.0,-0.820289,-2.470685
167.0,-111.0,-211.0,-0.755477,-2.556211
157.0,-127.0,-212.0,-0.586718,-2.764987
135.0,-151.0,-212.0,-0.281553,-3.080232
112.0,-172.0,-216.0,0.052583,-3.364836
85.0,-190.0,-209.0,0.487106,-3.630212
67.0,-193.0,-205.0,0.958462,-3.794431
54.0,-200.0,-202.0,1.376339,-3.828622
36.0,-198.0,-202.0,1.673198,-3.749263
32.0,-201.0,-199.0,1.854804,-3.645265
37.0,-201.0,-200.0,1.926598,-3.514961
50.0,-195.0,-203.0,1.900264,-3.402532
74.0,-191.0,-208.0,1.746109,-3.339317
105.0,-178.0,-212.0,1.367927,-3.279417
155.0,-138.0,-214.0,0.670091,-3.156942
180.0,-70.0,-206.0,-0.097953,-2.857574
165.0,4.0,-192.0,-0.84673,-2.277714
107.0,73.0,-171.0,-1.380191,-1.428026
26.0,115.0,-151.0,-1.522289,-0.551944
-62.0,126.0,-129.0,-1.331715,0.13502
-131.0,101.0,-114.0,-1.058329,0.605325
-183.0,54.0,-117.0,-0.748758,0.837403
-197.0,-14.0,-130.0,-0.458439,0.84481
-180.0,-76.0,-151.0,-0.244577,0.622678
-141.0,-137.0,-170.0,-0.139842,0.269059
-85.0,-173.0,-188.0,-0.176846,-0.162339
-21.0,-190.0,-206.0,-0.315131,-0.589044
30.0,-194.0,-215.0,-0.546367,-0.973879
76.0,-183.0,-227.0,-0.866408,-1.30696
111.0,-171.0,-231.0,-1.153858,-1.605956
138.0,-153.0,-231.0,-1.376274,-1.870387
155.0,-128.0,-233.0,-1.557448,-2.148103
166.0,-110.0,-232.0,-1.701515,-2.456231
171.0,-88.0,-228.0,-1.79003,-2.752861
179.0,-78.0,-227.0,-1.85832,-3.02744
178.0,-63.0,-230.0,-1.893656,-3.322122
82.0,93.0,-163.0,-1.302212,-0.200233
47.0,109.0,-152.0,-1.17468,-0.152476
11.0,121.0,-143.0,-1.037073,-0.15219
-28.0,129.0,-133.0,-0.934483,-0.186994
-59.0,126.0,-129.0,-0.852408,-0.227921
-92.0,117.0,-123.0,-0.785712,-0.263829
-115.0,110.0,-116.0,-0.715558,-0.329819
-131.0,103.0,-116.0,-0.694593,-0.4443
-131.0,103.0,-116.0,-0.655338,-0.600416
-121.0,109.0,-121.0,-0.63619,-0.794861
-113.0,113.0,-122.0,-0.66954,-1.05148
-86.0,117.0,-121.0,-0.804977,-1.350948
-32.0,123.0,-134.0,-0.938138,-1.726101
63.0,106.0,-155.0,-0.96357,-2.308629
132.0,63.0,-179.0,-0.759907,-2.860468
164.0,-5.0,-195.0,-0.271043,-3.258318
183.0,-61.0,-206.0,0.412067,-3.312986
162.0,-114.0,-210.0,0.94657,-3.073776
136.0,-148.0,-217.0,1.136401,-2.581822
108.0,-180.0,-214.0,1.044269,-2.197798
79.0,-195.0,-208.0,0.770052,-1.922466
47.0,-201.0,-200.0,0.346118,-1.782585
31.0,-199.0,-196.0,-0.075314,-1.773553
9.0,-199.0,-194.0,-0.374676,-1.869877
-2.0,-196.0,-197.0,-0.554373,-1.991621
-7.0,-196.0,-193.0,-0.608318,-2.118169
-13.0,-197.0,-195.0,-0.529919,-2.238994
-5.0,-197.0,-194.0,-0.36103,-2.326713
-1.0,-200.0,-191.0,-0.144173,-2.389681
4.0,-201.0,-194.0,0.10549,-2.443598
15.0,-197.0,-198.0,0.354231,-2.487031
32.0,-200.0,-200.0,0.574193,-2.548811
49.0,-195.0,-203.0,0.750333,-2.62813
66.0,-190.0,-206.0,0.880802,-2.719943
88.0,-187.0,-213.0,0.93598,-2.821635
108.0,-169.0,-212.0,0.900102,-2.954422
132.0,-157.0,-214.0,0.793852,-3.070035
147.0,-140.0,-213.0,0.611766,-3.160124
162.0,-109.0,-211.0,0.371902,-3.224252
177.0,-86.0,-210.0,0.094661,-3.242426
180.0,-54.0,-205.0,-0.256268,-3.175207
178.0,-18.0,-194.0,-0.655532,-3.034983
160.0,17.0,-187.0,-1.062934,-2.80527
140.0,45.0,-181.0,-1.456814,-2.47333
105.0,78.0,-171.0,-1.801619,-2.051885
74.0,101.0,-154.0,-2.002387,-1.566034
31.0,122.0,-145.0,-2.074147,-1.034835
-13.0,131.0,-135.0,-2.024298,-0.520215
-53.0,124.0,-131.0,-1.841411,-0.047
157.0,12.0,-208.0,-1.288547,-3.159059
160.0,8.0,-211.0,-1.018717,-3.25138
170.0,-11.0,-216.0,-0.716468,-3.355248
175.0,-34.0,-222.0,-0.352642,-3.48456
182.0,-76.0,-228.0,0.112997,-3.646474
148.0,-136.0,-236.0,0.54079,-3.780174
100.0,-181.0,-226.0,1.058686,-3.814415
15.0,-197.0,-211.0,1.604494,-3.550033
-63.0,-176.0,-192.0,1.967379,-3.012673
-134.0,-134.0,-164.0,2.012135,-2.265821
-182.0,-74.0,-145.0,1.838031,-1.52817
-199.0,-7.0,-126.0,1.266812,-0.837835
-170.0,60.0,-114.0,0.316698,-0.469336
-131.0,103.0,-121.0,-0.771977,-0.565168
-59.0,130.0,-134.0,-1.70135,-1.129281
8.0,126.0,-145.0,-2.254633,-2.060622
77.0,97.0,-163.0,-2.342575,-3.049996
124.0,64.0,-175.0,-2.044151,-3.848624
152.0,28.0,-189.0,-1.534335,-4.335007
168.0,-9.0,-195.0,-1.049683,-4.531991
176.0,-41.0,-203.0,-0.674267,-4.458538
178.0,-72.0,-207.0,-0.465048,-4.24049
173.0,-90.0,-211.0,-0.385324,-3.944309
170.0,-106.0,-211.0,-0.431764,-3.623776
160.0,-114.0,-213.0,-0.552284,-3.312212
157.0,-117.0,-215.0,-0.706789,-3.011917
162.0,-128.0,-213.0,-0.872492,-2.726884
162.0,-117.0,-215.0,-1.028504,-2.459642
164.0,-115.0,-213.0,-1.160034,-2.20346
165.0,-103.0,-215.0,-1.268105,-1.963857
169.0,-86.0,-213.0,-1.128987,-2.105912
179.0,-80.0,-208.0,-0.995832,-2.242143
172.0,-76.0,-209.0,-0.851769,-2.414494
171.0,-86.0,-210.0,-0.683981,-2.640408
168.0,-106.0,-210.0,-0.420365,-2.934179
152.0,-139.0,-213.0,-0.06617,-3.321955
100.0,-178.0,-212.0,0.241519,-3.559456
35.0,-202.0,-199.0,0.632833,-3.772207
-38.0,-194.0,-186.0,1.162685,-3.777122
-94.0,-176.0,-166.0,1.640784,-3.515769
-138.0,-142.0,-151.0,1.857135,-3.005266
-173.0,-103.0,-140.0,2.04,-2.581594
-196.0,-69.0,-129.0,2.069421,-2.051765
-205.0,-22.0,-120.0,1.855217,-1.522588
-198.0,13.0,-111.0,1.452116,-1.048037
-188.0,42.0,-111.0,0.948982,-0.704259
-171.0,58.0,-107.0,0.422779,-0.484022
-156.0,74.0,-111.0,-0.077322,-0.340149
-145.0,83.0,-110.0,-0.491911,-0.253
-186.0,-69.0,-131.0,1.975488,-0.649655
-187.0,-66.0,-130.0,1.940411,-0.590847
-190.0,-65.0,-133.0,1.899685,-0.54869
-193.0,-64.0,-130.0,1.870095,-0.52113
-193.0,-64.0,-129.0,1.851379,-0.502127
-194.0,-63.0,-133.0,1.646421,-0.509721
-196.0,-66.0,-128.0,1.486195,-0.590644
-197.0,-60.0,-127.0,1.306014,-0.645525
-197.0,-47.0,-125.0,1.159587,-0.682913
-201.0,-37.0,-114.0,1.022108,-0.69814
-200.0,-7.0,-114.0,1.065273,-0.665887
-193.0,25.0,-109.0,1.014442,-0.505347
-154.0,78.0,-111.0,0.910212,-0.314669
-88.0,109.0,-123.0,0.578378,-0.154848
-12.0,115.0,-138.0,0.022471,-0.177232
47.0,95.0,-154.0,-0.627753,-0.492084
94.0,74.0,-172.0,-1.163023,-1.038983
127.0,41.0,-188.0,-1.51432,-1.654694
145.0,16.0,-193.0,-1.675719,-2.198103
155.0,-2.0,-202.0,-1.731354,-2.579915
165.0,-16.0,-205.0,-1.749663,-2.791516
168.0,-23.0,-207.0,-1.787282,-2.86857
168.0,-20.0,-204.0,-1.895886,-2.825838
161.0,-12.0,-203.0,-2.056406,-2.652026
