x_comp,y_comp
-185.21972323067382,36.94561683821047
-172.1774913323582,52.82336656365939
-165.09376105764247,60.75491960970944
-143.94084446979977,79.81936595539125
-130.72768691992746,85.80140554749796
-113.45678859695742,98.79892836903522
-100.13342334863206,109.75309705737453
-84.80322668653136,109.71102758147578
-74.46440137940299,117.64509989440053
-62.131660222158075,114.61878499909405
-56.92292210658914,119.68177960311816
-57.678118576669746,117.75386114910452
-55.400432053403996,120.80375325912756
-54.21931725963789,117.84831696735081
-55.01748237815796,119.92956601670001
-70.07571554271084,118.15772957968663
-87.17374029602247,109.43888171960832
-114.32398240975546,100.78545821574237
-140.54170331888483,89.86428393418407
-149.8139477400963,76.8863801286079
-162.83893360668662,59.69205404171053
-171.88860692991986,47.43839019246185
-179.03392732527627,37.00371856393182
-181.39849110168547,26.91685630164251
-185.77312228676593,26.77791455570127
-185.30263853975944,28.67047973932113
-184.85059449722127,25.546427321375155
-182.27640992766712,31.53860992966885
-181.70229264945723,37.522256696489606
-176.03824775513195,46.59087745869825
-170.45727158686097,58.62154650112313
-160.60189819329918,72.79258228345796
-140.3882808704823,86.0382110109176
-156.90405662847823,75.83613254235665
-182.82811165603317,35.36619776036283
-194.98878725740911,-10.38341035966964
-189.4278748042194,-52.588989463746906
-169.72615520232372,-99.56723935794679
-149.57100360811498,-129.3060834142472
-134.74250355024753,-144.3828218778911
-134.3474505891543,-142.03039715717634
-143.0136902058762,-134.2734706125714
-162.0218703502333,-113.04921747135596
-181.14099889048663,-85.93179075796834
-191.475028643628,-50.50945045327188
-194.59150208857662,-8.505214951173313
-190.71541708302047,32.29076406525281
-165.41687330386273,67.32446060734628
-133.82826121944612,91.28177706536151
-103.75730765902058,106.19669403782795
-74.60485663647742,114.61319104433754
-60.397901413314514,117.93702607813537
-64.35038456771599,117.14735889794373
-75.60975496023228,118.43497562750987
-100.40062733306425,108.97334341485922
-131.42260794394628,89.69124285583152
-166.93738842158973,63.43344335843344
-189.6972824456067,11.213348181135096
-190.8585526341319,-44.31851543809032
-174.12986843033667,-90.72558597503463
-154.09813690937193,-116.83819440057688
-142.4870208899213,-128.47500123814828
-135.42576218788278,-145.19577013343638
-131.22915357705472,-144.89074009074747
-148.01741163738666,-131.03708999410927
-165.97195581795503,-105.87685129724277
-186.15548060347163,-73.10300696731858
-195.42693191624545,-29.83612133272748
-194.76855864053545,13.54577965285692
-171.7808569592041,54.4644812191273
-145.74872179299888,77.1972118326231
-109.2225442549817,97.98205117169002
-81.40914910970928,114.55985519236903
-51.4532804689408,116.05702314109396
-37.397220720843144,124.31435837036334
-16.28921204397321,119.50522591460862
-5.424205195510812,123.67422611692487
-2.775320371601633,118.88342995199437
1.7812207087098177,121.05389254856838
-1.7343571193715022,124.20045300342629
-5.59879516385819,116.31381209822648
2.5069803868210236,121.31547706763698
2.4883118235039836,121.40267308446239
3.484926284157409,119.34110755776149
14.59733593914428,118.06599070337502
32.58594886461121,115.69745806510684
57.807184299772416,95.05259805484715
88.74261502922415,87.13069409173441
110.66540635487604,66.0505609903809
130.39159565344983,49.05579299097588
146.2015052857318,33.0243724652868
153.9508240277607,15.242662574193353
160.58574881646769,-0.4288739499481826
166.32458800329377,-13.822690800495746
165.13284462463474,-10.910606803616487
166.29858926515874,-12.410860490526243
160.89974391658723,2.1353316889344995
144.61588260065494,27.62834119711072
121.16025803775067,59.52248757975388
92.6918129022814,83.45942116714627
63.7881051768084,92.95850826539288
48.68639970698003,102.95902649952417
32.351295736500106,109.51375154074854
42.88161666754857,105.78344010791189
61.653065209678616,97.51764220657509
86.62944307586629,85.67946206018844
110.78932712502692,64.39310591009547
137.70351799213975,40.04064358618426
158.3872361123621,10.506353206205349
166.83701530161488,-28.304092141471703
176.9318489091773,-58.39737114546257
173.9305082980183,-87.1800734169086
161.0081820321831,-114.9234870944375
150.33558577442028,-136.10688047466905
142.9465763237538,-152.2892296228935
140.94824638302296,-150.54452163174076
148.4839593362783,-144.9987533731851
161.51438393167652,-124.36849863817902
176.81480746767483,-86.9884929431125
170.22852126833044,-41.56868419632873
161.16550683210144,8.555344352191973
131.4811635635005,49.60975645534452
-172.94360980375566,-92.69303055918378
-153.04313863863166,-121.11221857260948
-129.97825780672025,-143.62968811727205
-117.88083431179778,-154.30739086058767
-108.82011998211847,-164.2321492168517
-139.39990609628097,85.08723594310938
-134.64778472976417,87.99969695472043
-140.77963471799742,82.8571251515968
-143.11831794328302,88.67505343897024
-140.31112333250434,80.47136706759993
-139.63322826032243,83.28934857745459
-149.8296395122337,78.13624215083794
-158.11754959076,67.03998284015718
-174.33536718689038,47.96188300825502
-187.50966632252928,15.961406359363021
-198.72977976329219,-21.088959647447275
-191.9811134565297,-59.38759420308854
-182.1636355042816,-72.91218353027952
-180.627809188766,-63.24031546244594
-195.94972299877458,-55.70600594637287
-192.2463715684403,-18.91646784389932
-190.41401135251638,21.039813766507436
-172.44685860910332,53.38484430890959
-146.3388388248969,83.57236070705655
-117.00529516355138,95.72312468934066
-86.52716530705295,109.86478678290388
-57.98720552800492,115.80750073800803
-46.4316963893644,114.83786240804676
-44.92304545156704,114.97751576983903
-170.1112421083541,-92.19051170732848
-181.94469917253912,-76.33560749982384
-197.81002448676006,-42.91393753133561
-192.91038171264304,3.6855089865011506
-171.9969630805394,53.77871330511616
-145.03280522390196,80.92079949610533
-106.8932484135391,102.9325010650654
-68.47678600944035,115.0405023442832
-44.829243089889424,113.143369186713
-31.061056782578525,109.22731723961915
-42.256183115246756,118.5197455655126
-63.62965366210966,113.95938241957279
-91.26733380672553,105.75478896743135
-136.21541549495007,87.73233292709598
-170.18422898914875,50.71296708253696
-189.58079975536285,9.561330024610086
-184.3474197203299,-40.78310143568529
-177.4042238982099,-76.74197764808264
163.50979570771975,-122.27835691941712
173.77478698152677,-80.25683521022887
174.84476622907079,-44.028383573400454
164.22083576332759,-0.6416829414635385
139.2149399957544,33.66501663474871
103.94732176638168,75.69845274274921
70.09732643784048,97.4142737397367
42.508605148318765,105.5025962042543
33.2664936168276,109.9999171550854
42.322261099195025,101.98657940910057
67.35784430753533,94.63124482764177
94.24114999253258,72.9245304425645
131.11044074195692,48.513238839797104
150.34890258528702,10.383871265385388
168.0294632381152,-33.68431266068057
169.30273527725288,-75.83374172383942
160.51666698568178,-106.86348842563767
143.15591175966637,-142.1037206629733
121.32198483789571,-167.18325423763568
102.35693332950505,-176.71795206624262
93.78954600493437,-182.69772526580832
86.79431404207665,-188.74050487494554
96.89850475806544,-183.4715355377728
123.33507411368964,-172.35750177433613
147.81014924190364,-142.0670783376008
168.1434868125133,-106.02934902024893
178.28809192855115,-63.54371211685364
166.1548371813372,-15.795179763773325
147.40476815407888,32.86785498743195
107.60444158774322,71.9343933927445
74.47787547282859,93.83539054793505
24.11355245959658,116.29065545333206
-27.340887575182364,120.45113386478977
-63.59597079724835,115.31893832328922
-86.95184316582024,110.14907802651344
-112.16819228524801,104.68346956219317
-112.48982220659627,102.16385590654308
-99.80734782578699,97.44548656686416
-84.976123240572,112.44713076815088
-52.44736031677216,116.27416807502044
-1.1733732210674104,114.96443580262276
50.706694381564596,96.8354350451296
101.28601105491092,67.44568452293153
136.0247941863534,32.840008255552846
155.21195928730205,-4.492825043356461
165.79667940588868,-47.85232851839136
166.90473656782828,-89.71367213633403
151.4090485817198,-122.26619013626508
-125.85205960694371,96.71170830315816
-158.7691077607868,69.79573752096967
-176.85137869159158,39.5436524946375
-190.03202211203353,15.919048782944484
-189.31714641087052,-12.396870441408204
-192.3202316052378,-32.12850398592664
-193.93605922136393,-42.214369370062805
-193.18297827273133,-37.40928626514091
-191.16699904393258,-22.41737691421305
-194.9599505410093,2.906435742325637
