mag_x,mag_y,mag_z,pitch,roll
-193.0,37.0,-119.0,0.905652,0.243109
-192.0,42.0,-118.0,0.90674,0.244287
-196.0,40.0,-117.0,0.914613,0.245333
-196.0,43.0,-116.0,0.92318,0.245659
-199.0,40.0,-120.0,0.933918,0.245018
-191.0,37.0,-117.0,0.945848,0.24757
-192.0,40.0,-119.0,0.95647,0.247854
-193.0,39.0,-120.0,0.957477,0.248986
-191.0,37.0,-116.0,0.965329,0.247128
-195.0,38.0,-118.0,0.964527,0.244083
-191.0,35.0,-120.0,0.954893,0.238238
-192.0,39.0,-122.0,0.950098,0.243401
-194.0,35.0,-118.0,0.955353,0.248263
-196.0,43.0,-119.0,0.960235,0.256693
-191.0,41.0,-122.0,0.958922,0.265804
-194.0,39.0,-120.0,0.960254,0.272624
-198.0,38.0,-122.0,0.953003,0.272437
-197.0,43.0,-119.0,0.942641,0.266342
-197.0,40.0,-119.0,0.931937,0.258828
-192.0,38.0,-118.0,0.932614,0.246385
-190.0,39.0,-119.0,0.930525,0.234643
-194.0,36.0,-121.0,0.933219,0.22042
-191.0,39.0,-118.0,0.936364,0.210222
-197.0,41.0,-118.0,0.937643,0.197784
-195.0,38.0,-117.0,0.942428,0.186508
-196.0,38.0,-121.0,0.961142,0.1795
-194.0,33.0,-115.0,1.023821,0.167289
-195.0,37.0,-115.0,1.043963,0.159289
-191.0,40.0,-117.0,1.015241,0.158512
-192.0,47.0,-114.0,0.950895,0.174585
-188.0,55.0,-116.0,0.838052,0.203427
-179.0,67.0,-113.0,0.617541,0.246749
-161.0,85.0,-117.0,0.359001,0.274624
-139.0,105.0,-113.0,0.065259,0.253474
-111.0,119.0,-123.0,-0.220922,0.194254
-72.0,129.0,-127.0,-0.561746,0.078133
-42.0,130.0,-130.0,-0.859147,-0.080056
-20.0,128.0,-137.0,-1.09046,-0.243976
-9.0,127.0,-137.0,-1.277887,-0.34818
-7.0,127.0,-139.0,-1.463708,-0.391071
-13.0,132.0,-139.0,-1.51797,-0.352024
-25.0,126.0,-135.0,-1.524204,-0.253463
-32.0,134.0,-131.0,-1.535334,-0.127121
-56.0,131.0,-129.0,-1.496023,0.021001
-60.0,129.0,-127.0,-1.395867,0.185455
-76.0,126.0,-123.0,-1.278305,0.329326
-104.0,120.0,-125.0,-1.121787,0.457056
-119.0,112.0,-121.0,-0.831747,0.553968
-134.0,101.0,-118.0,-0.558142,0.562999
-134.0,107.0,-119.0,-0.350167,0.498035
-126.0,106.0,-119.0,-0.249518,0.381341
-116.0,111.0,-117.0,-0.251823,0.213163
-98.0,116.0,-121.0,-0.394541,0.025498
-61.0,131.0,-127.0,-0.632617,-0.225605
-13.0,126.0,-139.0,-0.923028,-0.619665
52.0,117.0,-156.0,-1.07588,-1.052837
181.0,-37.0,-211.0,-1.115756,-2.889713
186.0,-60.0,-210.0,-1.146448,-2.939959
182.0,-78.0,-210.0,-1.11808,-3.054565
176.0,-98.0,-218.0,-1.044611,-3.194622
173.0,-106.0,-219.0,-0.959613,-3.309906
169.0,-112.0,-219.0,-0.892502,-3.370198
173.0,-110.0,-213.0,-0.852735,-3.370039
181.0,-99.0,-219.0,-0.870213,-3.30521
180.0,-82.0,-216.0,-0.953315,-3.176961
185.0,-54.0,-206.0,-1.089751,-2.97264
175.0,-19.0,-198.0,-1.245378,-2.657023
