mag_x,mag_y,mag_z,pitch,roll
-27.0,-193.0,-184.0,1.007443,-3.574753
-77.0,-179.0,-170.0,1.41088,-3.509838
-119.0,-153.0,-151.0,1.843782,-3.308488
-157.0,-122.0,-142.0,2.19708,-2.945665
-181.0,-82.0,-131.0,2.374792,-2.448018
-194.0,-42.0,-122.0,2.43803,-1.878085
-198.0,-8.0,-114.0,2.309604,-1.315294
-189.0,16.0,-107.0,1.997778,-0.7736
-186.0,27.0,-106.0,1.517648,-0.376249
-182.0,31.0,-103.0,1.038538,-0.13508
-180.0,42.0,-108.0,0.549018,0.001034
-174.0,58.0,-107.0,0.105613,0.062429
-153.0,70.0,-109.0,-0.32902,0.048372
-116.0,98.0,-109.0,-0.753911,-0.065432
-64.0,111.0,-123.0,-1.211187,-0.310081
-6.0,106.0,-140.0,-1.617322,-0.701672
42.0,92.0,-152.0,-1.863455,-1.239426
96.0,71.0,-170.0,-1.910785,-1.871259
128.0,41.0,-181.0,-1.68517,-2.423524
150.0,19.0,-192.0,-1.367839,-2.810278
158.0,-11.0,-203.0,-1.029714,-3.05812
162.0,-25.0,-210.0,-0.798321,-3.183353
