compensated_x,compensated_y
-135.46841845657184,-152.39233687118698
-137.35605910803517,-151.32046332540156
-139.38697295863628,-154.31166772483047
-137.48054442649808,-152.35963280444645
-136.44083965512957,-155.29894688861043
-129.64649147602418,-153.4048434224495
-135.56623559385554,-152.3546171503374
-130.798166238138,-152.49000656532348
-134.72979633101858,-155.41171477484602
-133.84620778995873,-153.48363958780465
-132.78097072438703,-150.4409523533931
-137.6929730276658,-154.37800878401112
-133.7828023346896,-150.44685250722978
-133.86333598667252,-151.517915195049
-138.64664059481254,-152.42749149710684
-134.63688790791986,-157.47333486482754
-134.65200955662996,-149.539291512521
-135.64593507208625,-153.61545027105197
-129.45226856891966,-150.5632228261348
-138.3076996209584,-154.46653977013932
-133.42981100343894,-155.54638138203805
-136.45784546521716,-150.53553651825703
-132.3041744690022,-152.37679795114283
-132.48808430627153,-151.42675330162703
-134.61523494098992,-151.44322724474094
-145.3173876919273,-144.13383610998432
-155.20220007616052,-133.80275206782662
-170.01136456102276,-116.4202202077233
-189.4240458195868,-86.79971323589902
-199.8554531730095,-44.19104856507627
-206.12131034322215,-2.700608233750584
-195.5011669089373,30.540018991513804
-178.81562204842217,46.65589950358587
-171.9931187767736,54.6379168869262
-171.33110477633403,59.47799009658544
-175.87825268690344,58.39776233018141
-172.60691250482333,46.47406624901364
-188.48073052432503,28.721308001409856
-197.51665550768817,6.0537749182691
-196.8223800494389,-19.53496962887916
-199.33897569414071,-45.15997897379239
-189.0229049747501,-70.81564162428462
-177.77590610963497,-95.69153718191188
-147.84819459131649,-132.69579695801278
-111.89377765803384,-157.09403265093684
-73.09552151439338,-183.99689142617896
-33.905886358482604,-197.4501105077919
9.153613570903481,-202.53732458161357
37.97023642136894,-201.8939992153305
67.5873692385892,-194.04456403600446
84.45662438106955,-196.89865651023342
91.47780235153483,-198.50711686135463
87.44036695263357,-198.731357551826
74.07405855034379,-201.0911188727695
49.94473212827037,-205.5233975223365
2.2732181593872927,-208.52276255179402
-54.842927126361005,-201.03575067309436
-114.86764042411671,-174.04134871028052
-160.71096180289948,-131.96925532532902
-191.7592071377112,-93.47446344312368
-204.13307799387675,-43.20812629563873
-201.9159401333626,-9.494270817432767
-195.44243340093868,16.71216521539428
-190.13957775885245,32.372197092676984
-187.6788567061344,40.61756621307201
-175.4572484197915,41.632513730081904
-175.44672121956,55.595541750613286
-156.76796069428823,67.47926007539466
-128.98222574210482,91.23476988253366
-71.06425012517947,108.55315640096678
-3.971161711591664,107.30590401898989
51.77192659337232,89.20031321814908
97.6176173787778,64.57313170103623
130.45102757510145,36.27797935526606
150.14120640712758,9.458306212775604
156.42160229323085,-6.072562880707832
165.1783176030227,-7.0247374785589525
158.75007084234363,-17.80194916840158
164.67665645196203,-25.54794945760408
168.75739153715713,-46.51902124851848
