compensated_x,compensated_y
175.18865438067425,-85.5569291943277
170.3152852164401,-119.66740490608449
158.22851939105396,-148.2088024600667
144.16748960074506,-155.6965961463593
140.29628870155017,-163.0429273556474
148.50369592148593,-154.65549729373907
157.26647606402824,-144.22330205791621
161.3133800754157,-135.7065634870509
161.28221822995724,-134.66705725348373
162.04711580995394,-136.79965744384296
162.53720860264585,-138.14441690794857
162.55400432595607,-130.75493768971492
162.1825694891427,-141.0162295466982
157.51792754618066,-142.75010247685523
149.49086733322815,-161.20365145773894
128.18754001326923,-177.58411559142615
110.55694246412631,-195.03699087353465
98.74445433009272,-199.8891211501
98.13572364599473,-200.20611406063088
96.78791421405128,-200.16845200390435
101.0122527286731,-201.69006570957535
109.70050381343387,-193.75451569400826
132.01993452644334,-174.5786782934331
150.8044975894162,-155.52390262483982
168.37684261956306,-111.547874909136
163.91171529792933,-36.267452723211704
121.83511081072977,36.14770056011443
46.873273490041605,89.0393427528312
-37.44431255479853,107.54232697473799
-115.52003147989949,92.22684693339833
-165.07265924083913,55.96390841930553
-195.2216904017175,-4.079942427750289
120.28572524405978,-179.6612287641165
118.56272440110581,-185.48984569355753
112.39851846388108,-187.5028248018019
104.76772595000932,-186.9581721629928
102.01242401586151,-194.72538645172907
93.94256974015273,-199.4316628929877
79.86165911923901,-201.13854289161333
59.78371540449297,-211.6369332999071
37.06367161937324,-208.3082716402581
22.163921241333647,-209.4352299273734
29.969112032918233,-210.1337672605923
44.86662152768422,-208.43998035805024
83.65661022589053,-193.01445268143885
142.67649007425206,-145.34469598984694
55.435102874364226,99.52162687566485
8.39854684151205,126.1528895442634
-20.924172269659007,122.5362262554769
-55.4725671905642,122.33643341059597
-68.86141567480792,118.73739797925298
-74.14281464528811,121.67437443250763
-74.51359605784639,119.34008128323447
-82.68654083151051,120.87880259364371
-114.99262623740701,105.57969496107549
-155.1368247246524,80.49906078070556
-182.37302545211102,43.870421082067054
-193.79370434070384,-5.496035123626085
-190.66610499337128,-42.645837692383346
-178.1178165046817,-81.93114141714875
-171.76398988381425,-92.99383662390467
-177.66134844061204,-91.80968654692747
-188.0707956570669,-74.77270833156737
-191.93751902970808,-66.6511955999609
-187.7580208330007,-73.40887079917754
-171.5284578849522,-98.05480774543855
-146.645289838201,-127.95755825228896
-117.86193838977948,-154.52808456695837
-89.75764080306797,-167.84860834190866
-71.6969465029834,-180.14612799675493
-51.98222507384049,-187.30311079383011
-40.59893097578823,-187.459272750443
-24.392834359256984,-194.784671557979
-25.841408936534442,-196.46681132137346
-21.466448846910204,-195.11596576200603
-16.12214137651333,-194.5281643839748
-2.096347558859212,-204.21635948834424
27.516126588854515,-199.64456081408613
62.02922287159908,-195.91461113010217
61.3977782408449,-193.01172408804112
63.59922214672176,-195.80498307017183
65.97782313209719,-199.8998673259709
59.289627183317364,-199.75102381134624
51.589725011124855,-199.7220707392328
22.80171160650294,-206.02665722092124
-10.205314394999581,-202.13873135162973
-55.02951351163198,-194.53616601503268
-91.80571140088898,-174.72308087559975
-120.35709953987129,-158.8929557244984
-138.88444156807907,-142.35405914965818
-150.10225171392938,-133.9933069937138
-151.34824316898246,-128.08274208394226
-138.66187279794676,-131.55986017939267
-116.18903753858574,-153.37306515837216
-70.08715478513358,-178.42281110510493
0.15670362631634394,-194.91410361937224
65.53289041442291,-186.6082569235643
116.10197127471275,-168.50101638444934
151.05445731755037,-138.4445717069116
174.4843949872365,-109.4176804053136
178.94373073601534,-86.03508152521364
177.28500029157334,-66.77498770506246
184.6221403409836,-44.29860451243488
178.85806750860354,-41.09608716740456
180.81805295798847,-43.83327889043798
179.53849160662844,-49.83517008442784
