mag_x,mag_y,mag_z,pitch,roll
147.0,20.0,-193.0,-0.938423,-3.161918
155.0,5.0,-191.0,-0.427749,-3.341192
165.0,4.0,-192.0,-0.053234,-3.292423
159.0,-7.0,-195.0,0.073397,-3.175348
165.0,-15.0,-199.0,0.093034,-3.040368
169.0,-36.0,-205.0,0.067774,-2.951758
175.0,-75.0,-217.0,-0.049829,-2.814399
170.0,-110.0,-222.0,-0.081416,-2.526211
158.0,-139.0,-226.0,-0.057955,-2.367042
144.0,-147.0,-227.0,-0.042285,-2.224623
140.0,-155.0,-226.0,-0.075146,-2.066743
148.0,-147.0,-226.0,-0.127791,-1.96603
156.0,-136.0,-231.0,-0.314714,-2.069822
159.0,-128.0,-222.0,-0.599314,-2.025319
158.0,-127.0,-224.0,-0.843956,-2.002376
158.0,-129.0,-225.0,-1.037239,-2.033456
158.0,-130.0,-225.0,-1.16377,-2.128062
158.0,-122.0,-223.0,-1.178742,-2.309655
158.0,-131.0,-224.0,-1.077041,-2.633691
154.0,-131.0,-227.0,-0.892694,-3.046496
147.0,-148.0,-224.0,-0.639481,-3.474663
127.0,-163.0,-222.0,-0.306963,-3.875055
111.0,-179.0,-225.0,0.112769,-4.206268
101.0,-183.0,-224.0,0.57564,-4.445359
102.0,-183.0,-224.0,0.984619,-4.516451
102.0,-183.0,-225.0,1.320466,-4.472888
107.0,-185.0,-222.0,1.535638,-4.397219
116.0,-177.0,-226.0,1.585992,-4.319524
138.0,-158.0,-227.0,1.497666,-4.231351
156.0,-139.0,-230.0,1.284603,-4.148674
172.0,-96.0,-220.0,0.937642,-4.064085
165.0,-23.0,-202.0,0.308009,-3.763528
120.0,46.0,-178.0,-0.592775,-3.172535
43.0,95.0,-152.0,-1.465476,-2.237035
-42.0,110.0,-123.0,-2.109347,-1.121746
-120.0,92.0,-109.0,-2.304499,0.114368
-169.0,54.0,-107.0,-2.045748,1.000321
-198.0,-7.0,-108.0,-1.440877,1.480298
115.0,-166.0,-213.0,-1.431635,-3.830204
114.0,-171.0,-211.0,-1.246403,-4.106551
109.0,-172.0,-212.0,-0.922351,-4.365597
103.0,-171.0,-207.0,-0.490341,-4.593757
102.0,-178.0,-209.0,-0.003406,-4.758975
96.0,-182.0,-213.0,0.552246,-4.849226
84.0,-184.0,-208.0,1.13548,-4.872001
66.0,-195.0,-205.0,1.729261,-4.802421
45.0,-193.0,-196.0,2.309927,-4.62471
32.0,-195.0,-197.0,2.850401,-4.335134
41.0,-197.0,-195.0,3.223782,-3.959837
57.0,-196.0,-203.0,3.398291,-3.567562
96.0,-181.0,-209.0,3.34101,-3.294958
154.0,-133.0,-214.0,2.977407,-3.247115
51.0,104.0,-145.0,-1.762311,-1.77025
4.0,129.0,-138.0,-1.827373,-1.172628
-25.0,124.0,-129.0,-1.805081,-0.643078
-59.0,123.0,-119.0,-1.686319,-0.314156
-72.0,119.0,-117.0,-1.524685,-0.126431
-77.0,122.0,-117.0,-1.388253,-0.156784
-77.0,120.0,-112.0,-1.262508,-0.331625
-85.0,122.0,-113.0,-1.164205,-0.557178
-117.0,107.0,-106.0,-1.073991,-0.747479
-157.0,82.0,-107.0,-0.985301,-0.780102
-184.0,45.0,-109.0,-0.844737,-0.57824
-195.0,-5.0,-118.0,-0.58087,-0.236918
-191.0,-43.0,-132.0,-0.144666,0.153102
-177.0,-83.0,-141.0,0.456516,0.437746
-169.0,-94.0,-147.0,1.089282,0.400096
-174.0,-92.0,-140.0,1.523789,0.08054
-184.0,-74.0,-140.0,1.699364,-0.329735
-188.0,-65.0,-137.0,1.680809,-0.722112
-184.0,-71.0,-139.0,1.578019,-1.03593
-168.0,-95.0,-144.0,1.424741,-1.261723
-143.0,-124.0,-164.0,1.286231,-1.424399
-115.0,-150.0,-175.0,0.942144,-1.516482
-88.0,-163.0,-183.0,0.551588,-1.543993
-71.0,-175.0,-191.0,0.209211,-1.565653
-52.0,-182.0,-196.0,-0.005196,-1.570375
-41.0,-182.0,-201.0,-0.114303,-1.575355
-24.0,-189.0,-201.0,0.111992,-1.672525
-24.0,-190.0,-203.0,0.520015,-1.855744
-18.0,-188.0,-205.0,0.96961,-2.0254
-11.0,-187.0,-204.0,1.43974,-2.155649
5.0,-196.0,-211.0,1.926566,-2.273051
36.0,-191.0,-210.0,2.307375,-2.390028
72.0,-186.0,-222.0,2.555713,-2.573487
72.0,-182.0,-225.0,2.680747,-2.822334
74.0,-184.0,-221.0,2.676518,-3.086338
76.0,-187.0,-223.0,2.55643,-3.350864
69.0,-186.0,-225.0,2.457322,-3.551503
61.0,-186.0,-221.0,2.426227,-3.617004
32.0,-193.0,-214.0,2.455609,-3.570764
-1.0,-190.0,-208.0,2.536799,-3.444469
-46.0,-184.0,-196.0,2.65494,-3.203986
-83.0,-166.0,-184.0,2.773366,-2.846677
-112.0,-152.0,-172.0,2.830545,-2.422983
-131.0,-137.0,-166.0,2.775482,-1.952714
-143.0,-130.0,-161.0,2.579965,-1.498534
-145.0,-125.0,-161.0,2.301418,-1.148545
-133.0,-129.0,-165.0,1.99445,-0.92113
-111.0,-151.0,-175.0,1.715458,-0.797259
-65.0,-176.0,-194.0,1.50927,-0.72641
5.0,-192.0,-208.0,1.333884,-0.80777
70.0,-183.0,-221.0,1.154523,-0.936055
120.0,-164.0,-230.0,0.966836,-1.119431
154.0,-133.0,-231.0,0.727534,-1.348392
176.0,-103.0,-227.0,0.381563,-1.622147
179.0,-79.0,-222.0,0.014521,-1.825967
176.0,-59.0,-220.0,-0.335447,-2.044709
182.0,-36.0,-215.0,-0.702442,-2.242873
175.0,-32.0,-218.0,-1.021357,-2.434205
176.0,-34.0,-217.0,-1.283913,-2.655846
174.0,-39.0,-219.0,-1.464025,-2.909123
