x_comp,y_comp
-192.05672345071596,-63.98875255049284
-196.01790129817493,-64.98859110927604
-194.00540358254858,-64.00993614915939
-193.9846426411727,-68.04299205364191
-195.07449297914468,-63.09590995295391
-196.94642733383617,-64.07610207832289
-198.97820102780102,-67.0900519990717
-194.86176910471207,-62.060223778923245
-195.97933892945204,-65.08262364336815
-197.02916936739823,-66.08940252979968
-194.97675419084376,-62.07420700454055
-198.94832325508474,-65.07241877144499
-201.05587995935744,-62.08944218355984
-194.03411287220442,-65.07156872633443
-200.00376512704673,-62.0040183165483
-197.9001621143695,-66.94671682719381
-201.79871854993257,-57.84773648389686
-202.54689633756144,-49.73117795524337
-204.25977757264533,-30.56869456620554
-199.8829301142208,-5.397608467415046
-192.09629161043307,32.8288741854081
-173.44127706859572,60.87136399229203
-142.68072448240179,83.84588356821904
-120.90990708434552,94.68715654077315
-94.28839878650436,105.44972392947409
-77.93270277718909,109.24000188422094
-69.63374113971454,108.22644909990794
-71.40088979628067,111.32731800861465
-73.30780002658788,112.54399101779218
-75.13351402880178,107.81326462836901
-83.18916619750641,104.15059223939542
-91.33623451199564,104.47520699172067
-101.53374545864226,101.74513134192115
-112.82359542070688,98.96631858068538
-132.18262460138513,90.08392654254394
-148.4884317255077,84.04919767215952
-144.71496922203755,81.85039829712733
-144.82966779253218,87.58706971087526
-129.76592089669674,93.30884135148311
-112.56875113530961,98.9992390996947
-86.17504314587069,107.65340363657744
-37.66242632424007,113.2322200771496
32.53264859399057,97.34846597703086
85.86830585639903,73.78754054638327
125.86992449526223,40.6587648788109
148.30076563944974,11.433341583481837
166.28235210800221,-14.26676648581189
167.88309985409066,-32.67536857259736
172.31745587616228,-39.96241188684885
170.14202677384364,-39.65547729672852
171.26857510924472,-34.91450081275202
165.43333171217228,-25.12001889645633
154.58947794130208,-5.569534708292589
157.5393036841998,-8.126178726077868
165.42757390859134,-24.11455313921762
171.32313725529286,-40.74229844227928
177.0192540130286,-64.62939220004321
176.56968276725564,-100.8063689403663
166.76677631365908,-131.46562867364625
161.96925425955772,-146.3453866370149
152.12083128541195,-157.4509093531752
147.59761283522968,-156.6662932931974
148.33499283309465,-156.24528557558253
160.43511396726697,-146.88361350246456
169.84054534384563,-124.37052292008144
174.68415529357796,-84.61740442821576
167.9692528016395,-24.72594178390399
127.89598100433881,43.09322761413507
61.212928267364894,88.73093640490248
-21.266023403376742,114.94345351874196
-101.96780741384987,106.25157497359729
-160.0426746596282,74.8376562266361
-192.08415576496762,20.106603618075617
-195.1388346660646,-38.88638069906896
-174.124153643444,-99.4246976157126
-142.86934121633652,-137.5535407958784
-104.04272363519189,-173.1359981354015
-59.66540268834252,-191.86413801703884
-20.039004226080607,-200.87889881115154
12.502101871354805,-205.8931328270501
27.029987943583347,-207.48062956275976
40.29298727122105,-209.01624433965281
46.37988996367123,-207.7310143496964
50.12525493303578,-205.21039779148677
39.54114468723126,-213.0329648795865
27.380482463180556,-213.30461524857947
26.07395501715256,-213.65300906962017
30.844924374296312,-216.81546514585756
44.82060512703619,-212.98641958761385
63.530140880457694,-209.70572259562124
97.18907966813482,-193.9487138168955
146.99385571312783,-152.0166353419803
176.5950544803643,-89.83850113067841
168.56865518074648,-16.850942047768434
134.77443573651342,50.48274541592126
75.44346578541582,105.9278852109545
-6.252219222122972,127.80918636699104
-77.01000467592486,124.44989629777369
-137.38798079216767,94.31060541180992
-179.42843141157928,54.63565933798655
-198.091425414314,7.572561190402941
-197.41111241428263,-46.68123727421487
-176.431285380227,-88.19952133320751
-144.07439445349962,-131.95645906894916
-110.39655286960665,-159.43462777789983
-71.61853740457039,-178.8261358274476
-42.84124092969328,-198.78388217747607
-12.240067434575414,-205.86924383116602
16.11493132021756,-202.58979225622255
30.133585869568122,-204.58903954440484
43.71421317460976,-206.8926885439965
55.11290125982921,-200.99778445855395
55.200627699429475,-202.75105212411324
56.073405250904564,-207.24590863371694
42.92541575373672,-204.5616782042062
40.619340916731645,-210.10448895293
25.363720123801038,-206.95155294124066
6.323491044456153,-206.3451219268518
-14.788215451430094,-202.9804297892213
-36.354422030150154,-202.66104151605828
-59.08449481093874,-196.60037957843235
-80.4860416532014,-184.17528492315625
-99.536738229772,-173.53982063234727
-123.60413424806505,-159.1329081164275
-144.12611636460804,-138.5959350679738
-165.14550762530206,-114.08218776772947
-176.31186637457893,-93.00542743485568
-189.5349150179447,-68.17341553368182
-199.37280306765777,-48.476084511326675
-200.3629208400052,-25.06416799682072
-193.4959713745177,-1.809090536597866
-200.6978697730805,19.291218146814927
-186.99545918567532,33.24472880647013
-182.47159862555026,52.16167550235921
-171.0099500303757,64.06120826085468
-147.0020522339933,85.56279930176106
-131.64242150068628,96.2421495372492
-97.15262835671003,111.76332192408351
-39.54382723082313,124.99068162744526
40.14302938349923,109.76213290009284
121.16781778725615,62.72609106491851
166.63302599700455,3.1443531665067983
181.04999638053272,-58.792190888036714
174.59819163354655,-112.19674623903586
151.94578461878956,-155.89482782405128
112.98647560912377,-187.98696331986056
69.38826658396192,-201.6040947546932
26.43987584193703,-208.25368693614067
-13.997659218797391,-211.72675559555205
-55.07076459443525,-195.05078835465034
-90.92167310263986,-185.65033412499352
-116.49127960916684,-166.01374045747542
-147.05876338008372,-142.65808835900583
-166.66151956462718,-116.53589973013216
-181.29595399516148,-87.68088018045187
-200.87047422542312,-66.79567659210373
