mag_x,mag_y,mag_z,pitch,roll
3.0,-202.0,-199.0,0.319506,-4.234817
-21.0,-202.0,-192.0,0.696498,-4.544014
-47.0,-195.0,-183.0,1.187115,-4.659774
-71.0,-186.0,-172.0,1.73041,-4.610434
-107.0,-172.0,-163.0,2.287611,-4.350553
-133.0,-154.0,-160.0,2.781672,-3.904095
-157.0,-132.0,-153.0,3.145938,-3.320065
-174.0,-118.0,-145.0,3.343038,-2.645511
-189.0,-102.0,-136.0,3.347929,-1.95296
-188.0,-89.0,-139.0,3.198895,-1.324656
-187.0,-90.0,-136.0,2.956773,-0.809445
-191.0,-86.0,-135.0,2.68803,-0.426136
-180.0,-105.0,-138.0,2.437605,-0.180298
-164.0,-123.0,-148.0,2.251506,-0.070274
-137.0,-151.0,-159.0,2.110044,-0.10593
-71.0,-189.0,-182.0,1.988741,-0.488205
11.0,-208.0,-197.0,1.829071,-0.999366
75.0,-193.0,-215.0,1.452202,-1.591695
124.0,-167.0,-219.0,0.84148,-2.100839
155.0,-139.0,-217.0,0.100683,-2.425476
177.0,-101.0,-217.0,-0.602487,-2.397932
182.0,-69.0,-212.0,-1.230775,-2.237992
185.0,-30.0,-203.0,-1.69737,-2.003254
171.0,5.0,-193.0,-2.01289,-1.753743
151.0,35.0,-185.0,-2.196554,-1.512457
123.0,66.0,-173.0,-2.302912,-1.286381
99.0,88.0,-170.0,-2.340129,-1.142145
76.0,103.0,-160.0,-2.308952,-1.118494
71.0,103.0,-157.0,-2.283802,-1.206353
61.0,106.0,-158.0,-2.249816,-1.393019
50.0,114.0,-152.0,-2.159059,-1.614796
29.0,121.0,-145.0,-2.064335,-1.73996
-24.0,135.0,-137.0,-2.005528,-1.65027
-80.0,124.0,-124.0,-1.936087,-1.409523
-117.0,115.0,-120.0,-1.81474,-1.090618
-137.0,102.0,-117.0,-1.641957,-0.813852
-144.0,100.0,-113.0,-1.433294,-0.648878
-142.0,102.0,-115.0,-1.242869,-0.656719
-138.0,101.0,-119.0,-1.063606,-0.766606
-127.0,108.0,-115.0,-0.902074,-0.916594
-107.0,120.0,-120.0,-0.741299,-1.064121
-74.0,126.0,-125.0,-0.583657,-1.21552
-27.0,132.0,-137.0,-0.442679,-1.351553
